balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,view_count,photo_count,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
235.66,7104.02,6071.95,10572.5,655.0,380.0,690.0,490.0,330.0,0.0,19.0,2026,389.03,3796.01,179.27,85298565.66,2522,29,3,6,5,1,1,1,1,True,True,True,True,False,True,True,False,64.0,north,dedicated,Bashundhara,villa
81.65,1384.58,1078.12,1594.58,805.0,710.0,1230.0,520.0,1250.0,13.0,22.0,2013,27.81,295.46,20.57,3396754.11,203,35,3,3,3,7,193,2,27,True,False,True,False,False,False,False,False,52.0,west,inline,Mirpur 10,apartment
173.41,3195.35,2706.54,5979.3,600.0,400.0,360.0,630.0,480.0,22.0,9.0,2004,150.05,1035.3,86.62,19546634.83,1879,10,3,5,5,3,1,3,3,False,False,True,True,True,True,False,True,15.0,east,dedicated,Baridhara,townhouse
209.63,6760.18,5963.63,10208.15,365.0,370.0,70.0,50.0,70.0,31.0,16.0,1995,215.12,3178.9,103.73,56028086.81,2657,31,3,6,5,2,1,3,2,True,True,False,False,True,True,False,False,33.0,west,dedicated,Banani,villa
124.48,1677.57,1324.11,1894.98,365.0,640.0,310.0,1000.0,550.0,16.0,21.0,2010,48.62,552.13,33.08,7422139.75,3024,30,3,3,3,8,12,2,20,True,True,True,False,False,True,False,False,50.0,south,dedicated,Shyamoli,apartment
75.6,981.65,847.91,1102.58,420.0,1270.0,1250.0,250.0,730.0,32.0,13.0,1994,24.6,237.83,14.56,2444263.4,1869,20,3,4,3,3,140,0,17,True,False,False,True,True,False,False,False,42.0,north,inline,Paltan,condominium
110.38,2421.29,2105.4,3750.08,860.0,1000.0,270.0,800.0,400.0,39.0,14.0,1987,84.14,542.76,41.0,9313864.67,987,35,3,5,5,1,1,0,1,False,True,True,True,True,True,False,True,73.0,west,dedicated,Kalabagan,duplex
32.64,787.3,699.62,830.61,720.0,1500.0,600.0,1100.0,740.0,16.0,23.0,2010,19.24,159.3,9.6,1841132.61,1147,31,2,3,2,15,18,2,29,True,False,True,True,True,False,True,False,29.0,south,inline,Mirpur 1,apartment
131.37,1731.9,1542.52,2666.63,635.0,610.0,70.0,590.0,550.0,15.0,17.0,2011,78.26,1159.34,50.44,12524400.1,4937,7,3,3,3,1,1,3,4,False,True,True,False,True,True,False,True,42.0,north,dedicated,Banani,duplex
97.37,1353.46,1213.69,1493.43,1435.0,1110.0,420.0,990.0,680.0,9.0,19.0,2017,28.06,233.42,19.31,3694798.26,639,37,3,4,3,15,84,3,20,True,False,False,False,True,False,False,False,14.0,south,inline,Tejgaon,apartment
167.02,5194.02,4000.1,7187.92,220.0,400.0,1140.0,430.0,1470.0,20.0,15.0,2006,139.03,1083.51,65.53,17724875.66,1657,15,3,4,4,1,1,3,3,False,False,False,True,True,True,False,True,19.0,west,dedicated,Paltan,villa
490.53,7816.32,6451.25,13468.7,455.0,520.0,300.0,130.0,150.0,31.0,7.0,1995,406.76,2782.55,141.03,53752610.69,1944,24,3,6,6,2,1,3,3,False,True,True,True,True,True,True,True,71.0,west,dedicated,Uttara,villa
174.17,3192.8,2863.73,5088.87,730.0,480.0,370.0,130.0,250.0,30.0,13.0,1996,78.85,1432.12,35.94,10552581.36,2267,23,3,6,6,2,1,3,4,False,False,True,True,True,False,False,False,70.0,east,dedicated,Mohammedpur,triplex
400.85,5188.0,4221.97,9524.05,640.0,250.0,730.0,520.0,280.0,38.0,13.0,1988,177.06,1468.68,65.39,20436185.09,3152,9,3,4,4,3,1,0,4,False,False,True,True,False,False,True,False,43.0,north,dedicated,Farmgate,villa
77.77,1443.36,1213.59,1594.49,470.0,1190.0,1400.0,790.0,800.0,1.0,23.0,2025,41.42,350.54,13.24,4144481.51,3501,12,2,2,2,17,142,1,18,True,False,True,False,True,True,False,False,22.0,west,dedicated,Jatrabari,apartment
147.59,4164.3,3143.89,4556.12,640.0,540.0,510.0,600.0,200.0,3.0,6.0,2023,126.74,2684.68,65.53,45052625.04,806,14,3,5,5,5,16,1,7,True,False,False,True,True,False,True,True,49.0,south,dedicated,Gulshan,penthouse
51.52,1200.08,982.4,1382.35,380.0,880.0,1100.0,430.0,920.0,7.0,8.0,2019,18.68,316.59,13.52,3095642.06,3636,20,3,3,3,8,13,2,11,True,True,False,True,False,False,True,False,48.0,west,inline,Tejgaon,apartment
89.7,1245.5,1064.13,2220.43,740.0,770.0,1500.0,210.0,610.0,28.0,18.0,1998,18.98,225.66,14.05,2950564.53,3494,27,3,4,3,1,1,3,1,False,False,False,True,True,True,False,False,54.0,west,inline,Lalbagh,duplex
123.11,1787.4,1404.63,2550.65,460.0,730.0,1010.0,750.0,1330.0,38.0,11.0,1988,47.9,363.0,19.72,3765899.99,3817,4,3,3,3,2,1,0,3,True,True,True,True,True,False,False,False,25.0,west,dedicated,Jatrabari,townhouse
131.21,2064.58,1789.17,2466.66,390.0,220.0,120.0,120.0,360.0,34.0,17.0,1992,94.06,1364.7,33.55,12313693.56,4107,23,3,4,4,1,37,1,12,True,True,True,True,True,False,True,True,46.0,south,dedicated,Gulshan,apartment
78.69,1199.06,1056.86,1346.03,270.0,950.0,270.0,410.0,490.0,36.0,21.0,1990,41.42,419.16,23.92,3623900.61,4406,30,3,3,3,4,186,1,26,True,False,True,True,False,True,True,False,77.0,north,inline,Kalabagan,apartment
107.31,1671.4,1439.93,2496.8,845.0,1260.0,1390.0,1220.0,380.0,30.0,23.0,1996,36.04,377.34,13.72,3619790.14,3954,7,3,3,3,1,1,2,1,True,False,True,False,False,False,False,True,30.0,south,dedicated,Mirpur 10,duplex
41.23,819.79,672.25,911.55,245.0,1180.0,1360.0,580.0,1360.0,3.0,22.0,2023,14.79,272.57,6.43,2591771.64,3636,24,2,2,2,6,40,2,6,True,False,True,True,True,True,False,False,59.0,west,inline,Lalbagh,condominium
76.73,1343.6,1095.05,1567.31,620.0,1030.0,1370.0,350.0,790.0,32.0,15.0,1994,27.73,234.0,14.16,2758297.87,1536,31,3,4,3,5,36,1,16,True,False,True,True,True,False,False,False,25.0,south,inline,Tejgaon,apartment
127.62,1711.52,1345.63,2411.53,1115.0,690.0,670.0,580.0,1320.0,32.0,16.0,1994,38.76,266.36,24.01,4114317.28,2938,22,3,3,3,1,1,3,1,False,False,False,False,False,True,False,False,29.0,east,dedicated,Badda,duplex
57.46,1799.19,1565.99,1900.08,350.0,200.0,210.0,410.0,290.0,39.0,7.0,1987,82.78,1206.18,40.35,10295488.7,3233,22,3,3,3,16,89,1,17,True,True,True,True,True,True,True,True,52.0,south,dedicated,Nikunja,apartment
79.55,1843.28,1382.67,1978.0,325.0,220.0,390.0,550.0,690.0,7.0,17.0,2019,58.17,1089.14,36.79,16621931.17,984,35,3,3,3,13,50,1,16,True,True,True,True,True,True,True,True,45.0,east,dedicated,Cantonment,condominium
180.05,5452.95,4658.95,9362.86,710.0,640.0,440.0,810.0,810.0,25.0,16.0,2001,94.34,1239.02,48.84,16708249.66,4773,11,3,5,4,2,1,1,2,False,True,True,False,True,True,False,False,74.0,north,dedicated,Shahbagh,villa
112.66,2172.45,1769.5,4335.44,945.0,940.0,420.0,340.0,250.0,3.0,16.0,2023,69.4,871.41,27.62,10291761.9,980,35,3,3,3,1,1,0,2,False,False,True,False,True,False,False,True,28.0,north,dedicated,Motijheel,duplex
302.98,5379.92,4769.53,9938.1,815.0,360.0,1420.0,860.0,820.0,19.0,14.0,2007,87.27,1542.6,43.94,19624234.03,3124,32,3,4,4,3,1,0,4,True,False,True,False,False,False,True,False,71.0,south,dedicated,Shahbagh,villa
131.19,1853.3,1395.32,2160.3,390.0,690.0,540.0,300.0,320.0,19.0,9.0,2007,109.03,690.05,45.45,12369193.27,349,6,3,3,3,8,65,2,14,True,True,True,True,True,True,True,True,45.0,east,dedicated,Cantonment,condominium
89.38,1355.42,1063.56,1566.54,620.0,540.0,1060.0,1120.0,550.0,27.0,7.0,1999,22.65,234.51,12.44,3144942.43,685,23,2,3,2,17,148,1,18,False,True,True,True,False,True,False,False,27.0,east,inline,Paltan,apartment
357.94,9739.1,8048.63,15224.35,675.0,430.0,450.0,450.0,540.0,17.0,18.0,2009,405.72,5698.99,262.57,83185438.59,1080,40,3,5,4,4,1,1,4,False,False,True,True,True,False,True,True,49.0,south,dedicated,Dhanmondi,villa
205.28,3486.08,3111.88,6668.23,1025.0,480.0,1320.0,430.0,560.0,37.0,22.0,1989,96.0,976.95,33.53,7647369.96,1433,11,3,5,5,2,1,3,2,True,True,True,False,True,False,False,False,43.0,south,dedicated,Rampura,triplex
113.93,2253.21,1920.81,3855.49,815.0,470.0,300.0,450.0,910.0,32.0,13.0,1994,78.35,544.68,43.01,8757484.24,1211,6,3,5,4,1,1,1,3,True,True,True,False,False,False,False,False,78.0,west,dedicated,Shyamoli,duplex
98.6,1988.29,1786.62,3770.57,430.0,580.0,570.0,140.0,490.0,21.0,14.0,2005,78.89,760.78,20.48,7413671.02,1653,25,3,4,4,3,1,0,4,False,True,False,True,True,True,False,False,16.0,north,dedicated,Shyamoli,duplex
88.19,1621.15,1218.6,1843.42,405.0,1360.0,1470.0,370.0,950.0,12.0,21.0,2014,40.79,407.82,13.54,4771905.24,791,12,3,3,3,5,49,0,19,True,True,True,False,False,False,False,False,50.0,south,dedicated,Mirpur 10,condominium
109.72,1602.98,1229.04,1777.42,410.0,90.0,470.0,100.0,370.0,6.0,17.0,2020,88.69,1022.61,45.93,11278198.64,4425,15,3,3,3,27,149,3,28,True,True,True,True,True,True,False,True,78.0,west,dedicated,Nikunja,apartment
167.95,2334.32,1961.17,2694.08,420.0,280.0,90.0,220.0,170.0,10.0,20.0,2016,100.67,1231.78,46.82,16502344.47,2970,18,3,6,5,9,108,1,16,True,True,True,True,True,True,False,False,54.0,west,dedicated,Dhanmondi,apartment
61.24,1475.74,1297.89,1572.36,510.0,90.0,330.0,430.0,60.0,7.0,12.0,2019,73.49,782.92,41.71,13800551.69,4217,11,2,3,2,8,129,3,29,True,True,True,True,False,False,False,True,32.0,east,dedicated,Bashundhara,condominium
159.54,3797.36,2978.06,6049.3,415.0,480.0,170.0,240.0,140.0,11.0,16.0,2015,134.93,1909.75,110.96,33229755.39,1812,4,3,5,4,1,1,1,3,False,True,True,False,True,True,True,True,74.0,north,dedicated,Cantonment,duplex
336.45,6125.8,4837.07,10430.64,215.0,260.0,560.0,870.0,430.0,39.0,14.0,1987,206.64,2272.41,89.95,25439541.16,473,5,3,5,4,1,1,0,1,False,True,False,True,True,False,True,False,12.0,south,dedicated,Motijheel,bungalow
62.79,1351.57,1175.64,1494.3,1100.0,790.0,640.0,210.0,760.0,12.0,17.0,2014,22.56,367.84,17.22,3767731.08,3987,24,3,4,3,11,175,0,20,True,True,False,False,True,False,False,False,72.0,north,inline,Badda,apartment
39.99,909.51,688.43,994.47,1075.0,780.0,1400.0,520.0,1250.0,34.0,11.0,1992,22.16,284.11,7.84,1825300.41,1762,31,3,3,3,12,119,2,18,True,True,False,False,True,False,False,False,55.0,east,inline,Rampura,apartment
68.29,1039.94,846.34,1103.95,975.0,540.0,770.0,490.0,660.0,27.0,23.0,1999,16.78,302.04,8.21,2098617.06,4703,7,2,3,2,1,118,3,25,True,False,True,False,True,True,False,False,78.0,north,inline,Rampura,apartment
212.9,3743.66,2939.5,6778.86,600.0,140.0,700.0,780.0,760.0,26.0,8.0,2000,95.86,1569.04,70.22,17693499.0,2844,9,3,6,5,1,1,1,4,False,False,False,True,True,True,False,False,76.0,south,dedicated,Kafrul,villa
76.13,1132.86,907.69,1206.08,145.0,290.0,470.0,690.0,400.0,12.0,22.0,2014,62.79,594.85,25.31,8599192.63,163,32,2,3,2,9,164,2,17,True,False,True,True,True,False,True,False,77.0,east,inline,Nikunja,apartment
111.8,3174.06,2817.28,4931.79,320.0,450.0,420.0,610.0,390.0,24.0,11.0,2002,189.35,1138.39,63.5,19675048.66,2295,31,3,7,6,1,1,2,1,False,True,True,True,True,False,True,True,50.0,south,dedicated,Dhanmondi,townhouse
64.65,1148.96,989.81,1377.59,440.0,450.0,910.0,250.0,1400.0,15.0,9.0,2011,21.01,275.34,9.83,3002601.97,4593,34,2,3,2,22,196,1,26,True,False,True,False,False,True,False,False,75.0,north,inline,Malibagh,apartment
229.74,2891.58,2507.98,4714.0,575.0,1270.0,620.0,760.0,1470.0,1.0,19.0,2025,66.55,560.81,25.46,9636410.74,2729,40,3,5,4,1,1,1,2,False,False,True,True,True,False,False,False,56.0,south,dedicated,Shahbagh,triplex
86.95,1343.24,1023.99,1559.1,475.0,510.0,1450.0,540.0,1150.0,13.0,24.0,2013,20.39,378.29,17.46,3976260.66,3664,7,2,2,2,10,18,3,23,True,True,True,True,True,False,False,False,50.0,north,inline,Mirpur 10,condominium
79.62,1301.17,1009.34,1412.56,350.0,1430.0,390.0,1140.0,340.0,14.0,11.0,2012,21.08,413.91,17.66,3736478.81,2661,37,2,3,2,15,58,3,22,False,False,False,False,True,False,False,False,26.0,west,inline,Mirpur 10,condominium
89.59,1221.83,1077.43,1416.51,1455.0,210.0,1180.0,1010.0,1200.0,14.0,18.0,2012,19.96,300.08,13.14,3474985.7,4685,28,2,3,2,1,78,3,22,True,False,False,False,False,False,False,False,68.0,east,inline,Rampura,apartment
346.46,4699.41,4053.92,5536.76,565.0,760.0,880.0,310.0,790.0,3.0,13.0,2023,97.44,2053.35,58.16,30804260.89,3009,40,3,4,4,5,38,0,7,True,False,True,False,True,False,False,True,70.0,east,dedicated,Kalabagan,penthouse
71.3,1725.23,1391.98,1852.51,330.0,160.0,130.0,220.0,370.0,16.0,24.0,2010,86.99,708.23,37.99,13828912.84,811,4,3,4,3,14,154,3,25,False,True,False,False,True,True,True,False,51.0,west,dedicated,Gulshan,condominium
172.64,2207.51,1819.88,3397.83,1475.0,1380.0,860.0,1260.0,480.0,39.0,12.0,1987,48.49,557.13,28.01,5318417.47,1492,5,3,7,6,3,1,0,3,False,True,True,False,True,True,False,False,52.0,north,dedicated,Jatrabari,duplex
79.27,997.66,893.91,1099.45,875.0,240.0,1050.0,1440.0,280.0,40.0,10.0,1986,26.1,216.73,10.66,2124623.53,94,39,3,3,3,6,34,2,8,True,False,False,True,True,True,False,False,47.0,south,inline,Rampura,condominium
45.71,816.27,648.22,949.35,295.0,1490.0,660.0,610.0,730.0,19.0,17.0,2007,24.27,207.15,11.64,2387606.3,387,31,1,2,1,4,199,1,25,True,True,True,False,True,False,False,False,17.0,north,inline,Paltan,condominium
85.74,2685.93,2360.94,3671.21,605.0,930.0,590.0,300.0,370.0,24.0,7.0,2002,99.21,631.26,47.89,11320859.57,2110,10,3,6,6,1,1,1,2,True,False,False,True,True,True,True,False,77.0,north,dedicated,Farmgate,townhouse
79.18,993.84,819.57,1102.7,585.0,570.0,600.0,530.0,340.0,7.0,18.0,2019,32.9,619.49,25.91,6899618.41,1334,30,3,4,3,12,13,2,17,True,True,True,True,True,True,False,False,18.0,west,inline,Baridhara,apartment
77.74,1390.71,1183.45,1635.36,695.0,650.0,790.0,490.0,930.0,6.0,12.0,2020,52.84,556.43,14.72,6494664.26,4154,30,3,3,3,22,104,0,28,True,False,False,False,True,True,True,False,20.0,north,inline,Kafrul,apartment
101.2,1319.33,1157.86,1542.3,835.0,600.0,670.0,1460.0,1220.0,21.0,20.0,2005,31.0,261.88,14.36,3188239.13,1158,5,3,3,3,4,119,2,30,True,False,True,False,False,True,False,False,73.0,west,inline,Lalbagh,apartment
67.25,1396.84,1131.04,1543.6,1330.0,1030.0,1100.0,1290.0,910.0,5.0,13.0,2021,34.67,385.51,19.11,4378119.91,890,32,2,2,2,11,25,3,16,True,False,True,False,False,False,False,False,23.0,east,inline,Badda,condominium
78.39,1446.11,1220.81,1662.12,700.0,1030.0,280.0,1140.0,260.0,3.0,11.0,2023,36.2,221.46,19.76,4565306.03,3621,7,2,3,2,1,56,1,23,True,True,True,False,True,False,False,True,67.0,east,dedicated,Lalbagh,apartment
92.72,2711.58,2085.67,4432.08,1455.0,360.0,370.0,570.0,1500.0,2.0,11.0,2024,76.64,844.2,26.98,9068017.62,4608,25,3,7,6,2,1,2,2,False,False,False,False,True,False,False,False,35.0,east,dedicated,Old Dhaka,townhouse
49.98,1522.42,1358.47,1672.68,1335.0,1070.0,730.0,430.0,1080.0,20.0,18.0,2006,33.38,483.25,20.38,3696471.42,4161,40,3,4,3,6,192,0,9,True,False,False,True,True,False,False,False,52.0,south,dedicated,Malibagh,apartment
113.15,1570.1,1410.37,1807.81,345.0,460.0,140.0,400.0,370.0,21.0,22.0,2005,89.33,519.66,23.68,10994318.32,2977,37,3,5,4,3,194,2,8,True,False,True,False,True,True,True,False,30.0,north,dedicated,Uttara,apartment
76.03,1201.56,1015.4,1651.81,1300.0,750.0,820.0,880.0,590.0,16.0,7.0,2010,29.78,264.04,17.83,3083531.68,1361,16,2,2,2,1,1,2,2,False,False,False,False,True,False,False,False,19.0,north,inline,Lalbagh,duplex
82.83,1170.15,878.3,1381.26,1355.0,1260.0,750.0,580.0,930.0,26.0,15.0,2000,22.78,370.01,11.43,2750244.47,2374,33,2,3,2,4,64,1,6,True,False,True,False,True,True,True,False,30.0,north,inline,Lalbagh,apartment
185.98,4257.6,3260.34,8004.75,660.0,1420.0,1280.0,620.0,1140.0,30.0,13.0,1996,105.12,1411.0,38.37,10847099.22,747,15,3,7,6,3,1,0,3,False,False,True,True,True,True,False,False,59.0,north,dedicated,Old Dhaka,villa
84.48,1453.43,1113.61,1658.7,845.0,210.0,240.0,220.0,450.0,31.0,19.0,1995,48.11,537.94,22.87,4977022.7,4627,25,3,4,3,10,151,1,23,True,True,True,False,True,True,False,False,66.0,north,dedicated,Shyamoli,condominium
89.89,1311.65,1164.85,1484.46,1145.0,520.0,1500.0,1320.0,1380.0,31.0,9.0,1995,23.0,410.48,10.81,2960268.69,1115,37,2,3,2,6,197,2,27,True,True,False,False,True,False,False,False,70.0,west,inline,Tejgaon,apartment
50.66,650.18,579.55,744.84,635.0,800.0,640.0,890.0,1200.0,34.0,24.0,1992,14.44,139.25,5.32,1250635.55,1671,29,1,1,1,21,54,2,28,True,False,True,False,False,False,False,False,72.0,east,inline,Wari,apartment
62.32,785.31,617.75,827.16,265.0,210.0,930.0,340.0,680.0,10.0,9.0,2016,15.69,261.82,9.49,2320303.33,882,24,2,2,2,18,26,1,25,True,False,False,True,False,False,False,False,24.0,north,inline,Jatrabari,apartment
324.19,4098.83,3169.6,5684.09,280.0,190.0,410.0,180.0,440.0,28.0,18.0,1998,210.45,1414.73,105.29,25296698.99,966,17,3,6,5,1,1,2,2,False,False,True,True,True,True,False,False,41.0,north,dedicated,Banani,triplex
109.55,1488.81,1219.53,1681.28,1205.0,280.0,860.0,1200.0,690.0,21.0,8.0,2005,40.24,403.61,19.9,3845703.66,3929,17,3,4,3,1,113,0,8,True,False,False,False,True,True,False,False,68.0,west,dedicated,Rampura,apartment
306.38,4424.06,3690.73,4674.46,350.0,550.0,510.0,560.0,590.0,29.0,16.0,1997,222.99,1530.46,70.0,29246410.8,3669,21,3,5,5,20,94,2,29,True,False,True,False,False,True,True,True,28.0,east,dedicated,Bashundhara,penthouse
117.8,1925.94,1491.45,2199.52,285.0,260.0,200.0,710.0,100.0,7.0,13.0,2019,45.73,642.59,34.11,8723064.44,2317,31,3,4,3,1,76,0,10,False,False,False,True,True,False,True,True,48.0,east,dedicated,Kalabagan,condominium
136.22,1924.82,1666.91,3493.32,590.0,520.0,390.0,140.0,630.0,38.0,12.0,1988,75.97,1273.55,40.92,10661051.79,4021,32,3,3,3,1,1,1,3,False,True,True,True,True,True,True,True,39.0,south,dedicated,Uttara,townhouse
48.57,993.35,771.28,1118.86,1220.0,1270.0,530.0,400.0,400.0,28.0,22.0,1998,17.33,283.43,9.61,1915525.89,3354,10,3,3,3,5,188,2,8,True,False,True,True,True,False,True,False,60.0,west,inline,Mirpur 10,apartment
30.0,927.98,710.09,1045.83,700.0,200.0,1490.0,350.0,560.0,30.0,24.0,1996,21.75,245.58,13.06,2263476.72,3432,11,2,3,2,17,55,1,26,True,False,True,False,False,False,False,False,28.0,west,inline,Shahbagh,condominium
50.49,1191.3,958.65,1286.38,1370.0,290.0,1030.0,1170.0,1260.0,19.0,10.0,2007,33.54,309.68,17.82,2650310.45,861,37,3,3,3,21,62,3,25,True,False,True,True,False,False,False,False,35.0,south,inline,Mirpur 10,apartment
73.6,1986.25,1656.16,3507.46,310.0,570.0,910.0,210.0,100.0,0.0,16.0,2026,72.33,819.98,20.29,10441796.45,3126,21,3,3,3,3,1,0,3,False,False,True,False,True,True,True,False,70.0,west,dedicated,Kalabagan,townhouse
81.82,1841.28,1393.1,2077.68,390.0,60.0,130.0,470.0,170.0,6.0,23.0,2020,67.24,932.82,35.79,14913686.75,1559,4,3,3,3,4,161,3,12,True,True,False,True,True,True,True,True,38.0,west,dedicated,Dhanmondi,condominium
70.73,1596.95,1361.21,1752.84,165.0,680.0,410.0,490.0,500.0,5.0,8.0,2021,51.5,660.71,26.72,14684059.51,4779,34,3,3,3,3,34,2,7,True,False,True,True,True,True,False,True,57.0,south,dedicated,Niketon,condominium
194.38,5698.92,5096.95,10128.74,70.0,520.0,80.0,60.0,110.0,14.0,17.0,2012,203.31,3746.09,128.61,49226326.1,723,16,3,5,5,2,1,3,3,False,True,True,False,True,False,True,False,39.0,east,dedicated,Bashundhara,bungalow
256.62,5003.81,3775.49,5430.38,65.0,140.0,420.0,180.0,530.0,8.0,22.0,2018,194.65,1810.4,131.48,50918945.95,1581,20,3,6,5,17,84,1,21,True,True,False,True,True,True,False,False,45.0,west,dedicated,Banani,penthouse
163.26,3918.58,3406.5,7474.7,310.0,470.0,600.0,680.0,480.0,17.0,8.0,2009,140.23,963.95,74.6,19678483.33,4958,26,3,6,5,2,1,0,3,False,False,True,False,True,True,True,False,26.0,north,dedicated,Motijheel,villa
69.58,1233.01,989.03,1405.2,1265.0,890.0,220.0,620.0,460.0,5.0,6.0,2021,35.73,230.38,9.95,3462820.98,4595,19,2,2,2,5,44,1,21,False,False,True,True,False,False,False,True,55.0,west,inline,Mirpur 1,apartment
39.22,1100.49,967.69,1175.5,355.0,730.0,830.0,1110.0,1210.0,2.0,22.0,2024,31.07,207.57,12.61,3107759.23,2274,38,3,4,3,4,32,1,7,True,False,True,True,True,False,False,False,43.0,east,inline,Malibagh,apartment
40.65,821.06,697.26,975.5,880.0,970.0,550.0,1330.0,300.0,38.0,13.0,1988,23.39,214.5,8.01,1974425.91,2543,38,2,3,2,1,49,1,10,True,False,True,False,True,False,False,False,47.0,west,inline,Shahbagh,condominium
160.12,2195.62,1786.15,2407.02,515.0,600.0,690.0,390.0,600.0,32.0,19.0,1994,100.08,954.87,50.04,14254536.36,2523,4,3,3,3,3,99,1,22,True,True,True,True,True,True,True,True,71.0,west,dedicated,Niketon,condominium
266.49,8290.68,6362.4,14119.36,690.0,370.0,590.0,420.0,670.0,0.0,9.0,2026,338.33,3632.57,171.08,87005189.89,3979,34,3,5,5,3,1,1,3,True,True,True,True,True,False,True,True,19.0,west,dedicated,Niketon,villa
140.52,2027.32,1681.51,3077.26,1415.0,990.0,1190.0,390.0,400.0,22.0,15.0,2004,45.33,363.33,21.69,5729008.14,1076,21,3,4,4,1,1,1,2,False,True,True,True,False,False,True,False,76.0,north,dedicated,Mirpur 1,bungalow
90.57,1470.3,1168.26,1683.07,795.0,1440.0,900.0,790.0,1150.0,28.0,13.0,1998,37.44,357.88,18.93,3128736.95,2712,39,3,3,3,2,77,3,25,True,False,True,True,True,True,False,True,42.0,north,dedicated,Tejgaon,apartment
506.67,7731.16,5802.23,11647.5,375.0,160.0,510.0,450.0,380.0,25.0,15.0,2001,295.38,4711.84,157.39,61233269.47,1945,36,3,7,6,1,1,1,3,False,True,True,False,True,False,True,False,46.0,east,dedicated,Niketon,villa
71.37,1656.66,1285.53,1943.35,195.0,960.0,240.0,750.0,700.0,12.0,20.0,2014,43.44,427.47,24.12,7194292.59,2990,14,3,5,4,14,33,0,25,False,True,True,True,True,True,False,False,41.0,north,dedicated,Shyamoli,condominium
69.05,1117.68,937.25,1269.52,475.0,200.0,260.0,290.0,400.0,25.0,19.0,2001,25.54,297.56,21.47,3773714.41,2094,26,3,3,3,11,116,1,28,True,False,False,False,True,False,True,False,59.0,south,inline,Shyamoli,apartment
87.94,1512.72,1167.56,1716.7,1125.0,630.0,740.0,500.0,270.0,4.0,11.0,2022,41.15,303.72,16.68,4896119.87,2938,6,3,5,4,8,143,1,13,True,False,False,False,True,False,False,False,33.0,south,dedicated,Mirpur 10,condominium
93.49,1780.74,1562.81,2424.56,775.0,890.0,930.0,480.0,180.0,36.0,21.0,1990,51.5,398.02,21.98,5979942.68,2038,38,3,4,3,1,1,2,1,False,True,True,False,True,False,True,True,69.0,west,dedicated,Motijheel,duplex
142.04,2077.22,1679.12,3807.98,1190.0,1000.0,360.0,880.0,1450.0,40.0,22.0,1986,36.36,339.32,19.86,5240573.5,3927,38,3,3,3,1,1,3,1,False,False,True,False,True,False,True,False,34.0,west,dedicated,Badda,duplex
160.29,2235.3,1752.99,2667.79,580.0,690.0,870.0,470.0,160.0,29.0,22.0,1997,55.21,941.67,32.22,8471683.35,4028,5,3,7,6,10,162,3,20,False,False,True,False,True,False,True,False,80.0,east,dedicated,Farmgate,condominium
88.05,1390.62,1122.44,1487.12,185.0,90.0,220.0,460.0,80.0,9.0,21.0,2017,67.65,507.78,40.97,12149759.59,517,6,3,3,3,4,164,2,11,True,True,True,False,True,True,True,True,36.0,south,inline,Niketon,condominium
94.33,1282.15,1125.81,1440.8,695.0,210.0,350.0,710.0,1270.0,31.0,7.0,1995,34.31,334.42,17.25,2956489.12,4052,9,2,3,2,5,95,2,12,True,True,False,False,True,True,False,False,33.0,west,inline,Tejgaon,apartment
137.43,2137.4,1665.18,3209.33,915.0,1270.0,460.0,310.0,1120.0,0.0,9.0,2026,32.36,462.35,31.63,7635049.59,2242,30,3,3,3,1,1,0,3,False,True,True,True,True,False,True,False,30.0,west,dedicated,Malibagh,townhouse
124.9,1783.91,1360.42,1900.1,60.0,500.0,650.0,630.0,620.0,37.0,10.0,1989,66.18,778.82,39.6,10440225.89,2396,14,3,3,3,8,185,1,24,True,True,True,True,True,False,True,False,39.0,east,dedicated,Dhanmondi,condominium
120.67,1518.88,1213.92,1595.38,315.0,660.0,470.0,210.0,590.0,7.0,19.0,2019,77.56,977.06,39.83,13502136.37,1863,5,3,3,3,15,36,3,16,True,False,True,True,True,True,True,False,21.0,south,dedicated,Niketon,condominium
131.84,4154.85,3563.65,4932.98,95.0,510.0,340.0,150.0,610.0,29.0,23.0,1997,241.68,2465.51,104.9,28302225.87,4075,33,3,4,4,8,72,2,28,True,True,True,True,True,True,False,False,15.0,south,dedicated,Baridhara,penthouse
373.28,4814.19,3764.76,5767.74,95.0,290.0,340.0,630.0,300.0,32.0,15.0,1994,275.72,1659.68,121.01,34909870.91,2058,32,3,5,5,2,42,2,7,True,True,True,True,True,True,True,False,20.0,west,dedicated,Baridhara,penthouse
402.13,5807.57,4653.99,11581.63,300.0,600.0,180.0,600.0,240.0,40.0,16.0,1986,334.88,2351.96,103.83,37105343.19,1260,26,3,4,4,1,1,2,2,False,False,True,True,True,True,False,False,34.0,north,dedicated,Baridhara,bungalow
