Split,Id,MSZoning,LotArea,Street,Utilities,LandSlope,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,Electtrical
labeled,357,RL,20781,Pave,AllPub,Gtl,1Story,1968.0,2003,Hip,CBlock,1568,GasA,Y,SBrkr,2156,0,2156,0,2,3,1,9,1,Attchd,1968.0,RFn,2,508,Y,80,0,0,,262500.0,
labeled,358,RM,4435,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,848,GasA,Y,,848,0,848,1,1,1,1,3,1,Attchd,2004.0,RFn,2,420,Y,0,0,0,,155900.0,
labeled,359,RL,9600,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,CBlock,1262,GasA,Y,SBrkr,1262,0,1262,0,2,3,1,6,1,Attchd,1976.0,RFn,2,460,Y,0,0,0,,181500.0,
labeled,360,RL,9247,Pave,AllPub,Gtl,2Story,1962.0,1962,Gable,CBlock,858,GasA,Y,SBrkr,858,858,1716,0,1,4,1,8,1,Attchd,1962.0,Fin,2,490,Y,84,0,0,,171000.0,
labeled,361,RL,7015,Pave,AllPub,Gtl,1.5Fin,1950.0,1950,Gable,CBlock,709,GasA,Y,SBrkr,979,224,1203,1,1,3,1,5,1,Detchd,1950.0,Unf,1,352,Y,0,248,0,,110000.0,
labeled,362,RH,4060,Pave,AllPub,Gtl,1Story,1998.0,1999,Gable,PConc,1405,GasA,Y,SBrkr,1337,0,1337,1,2,2,1,5,0,Attchd,1998.0,Fin,2,511,Y,68,0,0,,181000.0,
labeled,363,RM,8263,Pave,AllPub,Mod,1Story,1920.0,1950,Gable,BrkTil,1012,GasA,Y,FuseA,1012,0,1012,0,1,2,1,6,1,Detchd,1920.0,Unf,1,308,Y,22,112,0,,118400.0,
labeled,364,RM,1680,Pave,AllPub,Gtl,2Story,1972.0,1972,Gable,CBlock,672,GasA,Y,SBrkr,672,546,1218,0,1,3,1,7,0,Detchd,1972.0,Unf,1,264,Y,28,0,0,,118000.0,
labeled,365,RL,9236,Pave,AllPub,Gtl,1Story,1997.0,1997,Gable,PConc,1479,GasA,Y,SBrkr,1494,0,1494,1,2,3,1,6,0,Attchd,1997.0,RFn,2,576,Y,27,0,0,,217000.0,
labeled,366,RL,7851,Pave,AllPub,Gtl,2Story,2002.0,2002,Gable,PConc,860,GasA,Y,SBrkr,860,1100,1960,1,2,4,1,8,2,BuiltIn,2002.0,Fin,2,440,Y,48,0,0,,216500.0,
labeled,367,RL,4043,Pave,AllPub,Gtl,1Story,1977.0,1977,Gable,CBlock,1069,GasA,Y,SBrkr,1069,0,1069,0,2,2,1,4,0,Attchd,1977.0,RFn,2,440,Y,55,0,0,,140000.0,
labeled,368,RL,8445,Pave,AllPub,Gtl,SFoyer,1972.0,2007,Gable,CBlock,768,GasA,Y,SBrkr,768,0,768,1,1,2,1,5,0,Detchd,1988.0,Unf,2,396,Y,0,0,0,,133000.0,
labeled,369,RL,6820,Pave,AllPub,Gtl,1Story,1985.0,1985,Gable,PConc,1488,GasA,Y,SBrkr,1502,0,1502,1,1,1,1,4,0,Attchd,1985.0,RFn,2,528,Y,54,0,0,,212000.0,
labeled,370,RL,7094,Pave,AllPub,Gtl,1Story,1966.0,1966,Gable,CBlock,894,GasA,Y,SBrkr,894,0,894,0,1,3,1,5,0,Detchd,1966.0,RFn,1,384,Y,0,0,0,,125000.0,
labeled,371,RM,7800,Pave,AllPub,Gtl,1.5Fin,1939.0,1950,Gable,CBlock,793,GasA,Y,SBrkr,793,325,1118,1,1,3,1,5,1,Detchd,1939.0,Unf,2,410,Y,0,0,0,,119900.0,
labeled,372,RM,5684,Pave,AllPub,Gtl,1Story,1930.0,2005,Hip,BrkTil,813,GasA,Y,FuseA,813,0,813,0,1,2,1,5,0,Detchd,1932.0,Unf,1,270,N,113,0,0,,110000.0,
labeled,373,RL,11214,Pave,AllPub,Gtl,2Story,1998.0,1999,Gable,PConc,930,GasA,Y,SBrkr,956,930,1886,0,2,4,1,10,1,Attchd,1998.0,Fin,2,431,Y,0,0,0,,199900.0,
labeled,374,RL,9204,Pave,AllPub,Gtl,1Story,1963.0,1963,Gable,CBlock,1144,GasA,Y,SBrkr,1144,0,1144,1,1,3,1,6,0,Detchd,1962.0,Unf,1,336,Y,88,0,0,,124000.0,
labeled,375,RL,9125,Pave,AllPub,Gtl,SLvl,1992.0,1992,Gable,PConc,384,GasA,Y,SBrkr,812,670,1482,0,2,3,1,7,1,Attchd,1992.0,Fin,2,392,Y,25,0,0,,163900.0,
labeled,376,RL,10593,Pave,AllPub,Gtl,1Story,1996.0,1996,Hip,PConc,1720,GasA,Y,SBrkr,1720,0,1720,1,2,3,1,7,1,Attchd,1996.0,Fin,2,527,Y,56,154,0,,260400.0,
labeled,377,RL,10142,Pave,AllPub,Gtl,2Story,2004.0,2004,Gable,PConc,956,GasA,Y,SBrkr,956,1128,2084,1,2,4,1,8,0,BuiltIn,2004.0,RFn,2,618,Y,45,0,0,,233000.0,
labeled,378,RL,9600,Pave,AllPub,Gtl,1Story,1953.0,1953,Hip,CBlock,1416,GasA,Y,SBrkr,1644,0,1644,1,1,3,1,7,2,Attchd,1953.0,Fin,2,418,Y,0,0,0,,167000.0,
labeled,379,RL,9150,Pave,AllPub,Gtl,SLvl,1962.0,1962,Gable,CBlock,1099,GasA,Y,SBrkr,1431,0,1431,0,1,3,1,6,1,Basment,1962.0,RFn,1,296,Y,110,0,0,,165000.0,
labeled,380,RM,6240,Pave,AllPub,Gtl,1.5Fin,1925.0,1950,Gable,CBlock,780,GasA,Y,FuseA,848,0,1208,0,1,2,1,5,0,Detchd,1962.0,Unf,2,539,Y,23,112,0,,103000.0,
labeled,381,RM,5436,Pave,AllPub,Gtl,1.5Fin,1922.0,2007,Gable,BrkTil,796,GasA,Y,SBrkr,796,358,1154,1,1,3,1,7,0,Detchd,1922.0,Unf,1,240,N,96,0,0,,125500.0,
labeled,382,RM,1680,Pave,AllPub,Gtl,2Story,1971.0,1971,Gable,CBlock,483,GasA,Y,SBrkr,483,504,987,0,1,2,1,4,0,Detchd,1971.0,Unf,1,264,Y,0,0,0,,85400.0,
labeled,383,RL,13159,Pave,AllPub,Gtl,2Story,2009.0,2009,Gable,PConc,846,GasA,Y,SBrkr,846,846,1692,0,2,3,1,6,0,Attchd,2009.0,RFn,2,650,Y,114,0,0,,224500.0,
labeled,384,RM,11700,Pave,AllPub,Gtl,2Story,1880.0,2003,Mansard,Stone,1240,GasW,N,SBrkr,1320,1320,2640,0,1,4,1,8,1,Detchd,1950.0,Unf,4,864,N,0,386,0,,265979.0,
labeled,385,RL,8450,Pave,AllPub,Gtl,2Story,2003.0,2003,Gable,PConc,856,GasA,Y,,856,854,1710,1,2,3,1,8,0,Attchd,2003.0,RFn,2,548,Y,61,0,0,,208500.0,
labeled,386,RL,12384,Pave,AllPub,Gtl,2Story,1976.0,1976,Gable,CBlock,793,GasA,Y,SBrkr,1142,793,1935,0,2,3,1,7,1,Attchd,1976.0,RFn,2,550,Y,113,252,0,,197900.0,
labeled,387,RM,4435,Pave,AllPub,Gtl,1Story,2003.0,2003,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,4,0,Attchd,2003.0,Fin,2,420,Y,0,0,0,,140000.0,
labeled,388,RM,4400,Pave,AllPub,Gtl,1.5Fin,1920.0,1950,Gable,BrkTil,648,GasA,Y,FuseA,734,384,1118,0,1,2,1,6,0,Detchd,1990.0,Unf,2,440,Y,0,0,0,,116000.0,
labeled,389,RL,12137,Pave,AllPub,Gtl,1Story,1998.0,1998,Gable,PConc,1649,GasA,Y,SBrkr,1661,0,1661,0,2,3,1,6,0,Attchd,1998.0,RFn,2,598,Y,34,0,0,,224900.0,
labeled,390,RL,10267,Pave,AllPub,Gtl,1Story,1918.0,2000,Gable,BrkTil,816,GasA,Y,SBrkr,838,0,838,1,1,2,1,5,0,Detchd,1961.0,Fin,1,275,N,0,112,0,,130000.0,
labeled,391,RL,8121,Pave,AllPub,Gtl,2Story,2000.0,2000,Gable,PConc,953,GasA,Y,SBrkr,953,711,1664,0,2,3,1,7,1,Attchd,2000.0,RFn,2,460,Y,40,0,0,,172400.0,
labeled,392,RL,13526,Pave,AllPub,Gtl,1Story,1965.0,1965,Hip,CBlock,935,GasA,Y,SBrkr,935,0,935,1,1,3,1,5,0,Attchd,1965.0,Unf,1,288,Y,0,0,0,,137000.0,
labeled,393,RL,7350,Pave,AllPub,Gtl,1Story,1951.0,1951,Gable,CBlock,952,GasA,Y,SBrkr,952,0,952,1,1,2,1,4,0,Detchd,1988.0,Unf,2,840,Y,0,0,0,,139000.0,
labeled,394,RL,9967,Pave,AllPub,Gtl,SLvl,2000.0,2000,Gable,PConc,384,GasA,Y,SBrkr,774,656,1430,0,2,3,1,8,1,BuiltIn,2000.0,RFn,2,400,Y,0,0,0,,170000.0,
labeled,395,RL,11075,Pave,AllPub,Mod,2Story,1969.0,1969,Gable,CBlock,784,GasA,Y,SBrkr,1168,800,1968,0,2,4,1,7,1,Attchd,1969.0,RFn,2,530,Y,189,0,0,Shed,172000.0,
labeled,396,RL,11333,Pave,AllPub,Gtl,SLvl,1976.0,1976,Gable,PConc,1029,GasA,Y,SBrkr,1062,0,1062,1,1,3,1,5,2,Attchd,1976.0,RFn,2,539,Y,0,0,0,,146800.0,
labeled,397,RL,159000,Pave,AllPub,Sev,1.5Fin,1958.0,2006,Gable,CBlock,1444,GasA,Y,SBrkr,1444,700,2144,0,2,4,1,7,2,Attchd,1958.0,Fin,2,389,Y,98,0,0,Shed,277000.0,
labeled,398,RM,7596,Pave,AllPub,Gtl,2Story,1952.0,1952,Hip,CBlock,960,GasA,Y,SBrkr,960,1000,1960,0,2,4,2,10,0,Detchd,1952.0,Unf,2,400,N,0,0,0,,124500.0,
labeled,399,RL,14331,Pave,AllPub,Gtl,1Story,2002.0,2002,Hip,PConc,1800,GasA,Y,SBrkr,1800,0,1800,1,2,3,1,7,1,Attchd,2002.0,Fin,3,765,Y,78,0,0,,312500.0,
labeled,400,FV,10625,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,1026,GasA,Y,SBrkr,1026,932,1958,0,2,3,1,9,1,Attchd,2005.0,Fin,3,936,Y,210,0,0,,250000.0,
labeled,401,RL,5389,Pave,AllPub,Gtl,1Story,1995.0,1996,Gable,PConc,1595,GasA,Y,SBrkr,1616,0,1616,1,2,2,1,5,1,Attchd,1995.0,RFn,2,608,Y,152,0,0,,236500.0,
labeled,402,RL,13568,Pave,AllPub,Gtl,1Story,1995.0,1995,Gable,PConc,990,GasA,Y,SBrkr,990,0,990,0,1,3,1,5,0,Attchd,1996.0,Unf,2,576,Y,0,0,0,,156000.0,
labeled,403,RL,7420,Pave,AllPub,Gtl,1.5Unf,1939.0,1950,Gable,BrkTil,991,GasA,Y,SBrkr,1077,0,1077,1,1,2,2,5,2,Attchd,1939.0,RFn,1,205,Y,4,0,0,,118000.0,
labeled,404,RL,7200,Pave,AllPub,Gtl,1Story,1972.0,1972,Hip,CBlock,894,GasA,Y,SBrkr,894,0,894,0,1,2,1,6,0,Detchd,1985.0,RFn,2,600,Y,0,0,0,,123000.0,
labeled,405,RL,9320,Pave,AllPub,Gtl,1Story,1959.0,1959,Gable,CBlock,950,GasA,Y,SBrkr,1225,0,1225,1,1,3,1,6,0,,,,0,0,Y,0,0,0,Shed,128950.0,
labeled,406,RM,2665,Pave,AllPub,Gtl,2Story,1976.0,1976,Gable,PConc,264,GasA,Y,SBrkr,616,688,1304,0,1,3,1,4,1,BuiltIn,1976.0,Fin,1,336,Y,24,0,0,,115000.0,
labeled,407,RL,6292,Pave,AllPub,Gtl,1Story,1930.0,1950,Gable,BrkTil,768,GasA,N,SBrkr,790,0,790,0,1,2,1,4,0,Detchd,1925.0,Unf,1,160,Y,141,0,0,,91000.0,
labeled,408,FV,4251,Pave,AllPub,Gtl,2Story,2006.0,2007,Gable,PConc,625,GasA,Y,SBrkr,625,625,1250,0,2,2,1,5,0,Detchd,2006.0,RFn,2,528,Y,54,0,0,,164700.0,
labeled,409,FV,2160,Pave,AllPub,Gtl,2Story,1999.0,2000,Gable,PConc,600,GasA,Y,SBrkr,624,628,1252,1,2,2,1,4,0,Detchd,1999.0,Unf,2,462,Y,48,0,0,,160000.0,
labeled,410,RM,6120,Pave,AllPub,Gtl,1Story,1925.0,1950,Gable,BrkTil,768,GasA,N,SBrkr,1015,0,1015,0,1,3,1,6,0,Detchd,1925.0,Unf,1,450,Y,0,112,0,Shed,88000.0,
labeled,411,RL,8400,Pave,AllPub,Gtl,1Story,1957.0,1957,Hip,CBlock,1478,GasA,Y,SBrkr,1478,0,1478,1,1,3,1,6,2,Attchd,1957.0,RFn,2,442,Y,0,0,0,,156500.0,
labeled,412,RL,10140,Pave,AllPub,Gtl,1Story,1974.0,1974,Hip,CBlock,1064,GasA,Y,SBrkr,1350,0,1350,0,2,3,1,7,1,Attchd,1974.0,RFn,2,478,Y,0,0,0,,165000.0,
labeled,413,RM,5700,Pave,AllPub,Gtl,1.5Fin,1926.0,1950,Gable,PConc,572,GasA,Y,SBrkr,572,539,1111,0,1,2,1,5,1,Detchd,1982.0,Unf,1,288,Y,0,176,0,,116900.0,
labeled,414,RL,9200,Pave,AllPub,Gtl,1Story,1965.0,1965,Gable,CBlock,1136,GasA,Y,SBrkr,1136,0,1136,1,1,3,1,5,1,Attchd,1965.0,RFn,1,384,Y,0,0,0,,140000.0,
labeled,415,RL,9742,Pave,AllPub,Gtl,1Story,2002.0,2002,Hip,PConc,1777,GasA,Y,SBrkr,1795,0,1795,0,2,3,1,7,1,Attchd,2002.0,RFn,2,534,Y,159,0,0,,230000.0,
labeled,416,RL,6930,Pave,AllPub,Gtl,SLvl,1958.0,1958,Hip,CBlock,1062,GasA,Y,FuseF,1352,0,1352,0,1,3,1,6,0,BuiltIn,1958.0,Unf,1,288,Y,0,294,0,,130000.0,
labeled,417,RM,6130,Pave,AllPub,Gtl,1.5Unf,1924.0,1950,Gable,BrkTil,784,GasA,Y,SBrkr,784,0,784,1,1,2,1,5,0,,,,0,0,Y,0,116,0,,109500.0,
labeled,418,RL,7917,Pave,AllPub,Gtl,2Story,1999.0,2000,Gable,PConc,953,GasA,Y,SBrkr,953,694,1647,0,2,3,1,7,1,Attchd,1999.0,RFn,2,460,Y,40,0,0,,175000.0,
labeled,419,RL,10356,Pave,AllPub,Gtl,1Story,1975.0,1975,Gable,CBlock,969,GasA,Y,SBrkr,969,0,969,0,1,3,1,5,0,Attchd,1975.0,Unf,2,440,Y,0,0,0,,122000.0,
labeled,420,RM,11426,Pave,AllPub,Gtl,1.5Fin,2003.0,2003,Gable,PConc,1362,GasA,Y,SBrkr,1362,720,2082,0,2,3,1,6,0,Detchd,2003.0,Unf,2,484,N,238,0,0,,200000.0,
labeled,421,RL,6858,Pave,AllPub,Gtl,2Story,1915.0,1950,Gable,PConc,806,GasA,N,FuseF,841,806,1647,1,1,4,1,6,0,Detchd,1920.0,Unf,1,216,Y,66,136,0,,128000.0,
labeled,422,RM,1936,Pave,AllPub,Gtl,SFoyer,1970.0,1970,Gable,CBlock,630,GasA,Y,SBrkr,630,0,630,1,1,1,1,3,0,,,,0,0,Y,0,0,0,,84500.0,
labeled,423,RL,9900,Pave,AllPub,Gtl,1.5Fin,1940.0,1950,Gable,BrkTil,778,GasA,Y,SBrkr,944,545,1489,0,2,3,1,7,1,Detchd,1940.0,Unf,1,240,Y,0,0,0,,139500.0,
labeled,424,RL,12886,Pave,AllPub,Gtl,SLvl,1963.0,1999,Gable,CBlock,520,GasA,Y,SBrkr,1464,0,1464,0,2,3,1,6,1,Attchd,1997.0,RFn,2,480,Y,0,0,0,,175000.0,
labeled,425,RL,8544,Pave,AllPub,Gtl,1Story,1950.0,1950,Gable,Slab,0,Wall,N,FuseA,1040,0,1040,0,2,2,2,6,0,Detchd,1987.0,Unf,2,400,Y,0,0,0,,92900.0,
labeled,426,RM,6000,Pave,AllPub,Gtl,1.5Fin,1948.0,2002,Gable,CBlock,649,GasA,Y,SBrkr,679,504,1183,0,1,2,1,6,0,Detchd,1981.0,Unf,1,308,Y,176,0,0,,120000.0,
labeled,427,RL,8462,Pave,AllPub,Gtl,2Story,1994.0,1994,Gable,PConc,928,GasA,Y,SBrkr,936,785,1721,0,2,3,1,7,0,Attchd,1994.0,RFn,2,471,Y,87,0,0,,201000.0,
labeled,428,RL,8400,Pave,AllPub,Gtl,1Story,1920.0,1950,Gable,CBlock,290,GasA,N,FuseF,438,0,438,0,1,1,1,3,0,Detchd,1930.0,Unf,1,246,N,0,0,0,,60000.0,
labeled,429,FV,3182,Pave,AllPub,Gtl,2Story,2004.0,2005,Gable,PConc,600,GasA,Y,SBrkr,600,600,1200,0,2,2,1,4,0,Detchd,2004.0,RFn,2,480,Y,172,0,0,,151000.0,
labeled,430,RM,3600,Pave,AllPub,Gtl,2Story,1910.0,1993,Gable,CBlock,684,GasA,N,FuseA,684,684,1368,0,1,3,1,7,0,Detchd,1930.0,Unf,1,216,N,158,0,0,,114504.0,
labeled,431,RL,12095,Pave,AllPub,Gtl,SLvl,1964.0,1964,Gable,CBlock,1127,GasA,Y,SBrkr,1445,0,1445,0,1,3,1,7,1,Attchd,1964.0,RFn,2,645,Y,0,0,0,,158000.0,
labeled,432,RL,9156,Pave,AllPub,Gtl,1Story,1968.0,1968,Hip,CBlock,1489,GasA,Y,SBrkr,1489,0,1489,0,2,3,1,7,1,Attchd,1968.0,RFn,2,462,Y,0,0,0,,185750.0,
labeled,433,RM,3950,Pave,AllPub,Gtl,1.5Fin,1926.0,2004,Gable,CBlock,818,GasA,Y,SBrkr,818,406,1224,0,1,3,1,5,0,Detchd,1926.0,Unf,1,210,N,0,116,0,,115000.0,
labeled,434,RL,7930,Pave,AllPub,Gtl,1Story,1969.0,2005,Gable,CBlock,1026,GasA,Y,SBrkr,1026,0,1026,1,1,3,1,5,0,Detchd,1969.0,RFn,2,440,Y,48,0,0,,156000.0,
labeled,435,RL,11250,Pave,AllPub,Gtl,1Story,1977.0,1977,Gable,CBlock,1208,GasA,Y,SBrkr,1208,0,1208,1,1,3,1,6,1,Attchd,1977.0,RFn,2,546,Y,42,0,0,,165000.0,
labeled,436,RM,8520,Pave,AllPub,Gtl,1Story,1928.0,2003,Gable,BrkTil,624,GasA,Y,SBrkr,720,0,720,0,1,2,1,5,0,Detchd,2005.0,Unf,2,484,Y,0,0,0,,105900.0,
labeled,437,RL,8530,Pave,AllPub,Gtl,SLvl,1995.0,1996,Gable,PConc,384,GasA,Y,SBrkr,804,670,1474,0,2,3,1,7,1,BuiltIn,1995.0,Fin,2,400,Y,72,0,0,Shed,168500.0,
labeled,438,RL,8000,Pave,AllPub,Gtl,1Story,1948.0,2002,Gable,CBlock,972,GasA,Y,SBrkr,972,0,972,1,1,2,1,5,1,Detchd,1948.0,Unf,1,240,Y,0,0,0,,132000.0,
labeled,439,FV,11096,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1656,GasA,Y,SBrkr,1656,0,1656,0,2,3,1,7,0,Attchd,2006.0,RFn,3,826,Y,146,0,0,,249700.0,
labeled,440,RM,5000,Pave,AllPub,Gtl,1.5Fin,1947.0,1950,Gable,CBlock,1004,GasA,Y,SBrkr,1004,660,1664,0,2,3,1,7,2,Detchd,1950.0,Unf,2,420,Y,24,36,0,,159000.0,
labeled,441,RL,6762,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1187,GasA,Y,SBrkr,1208,0,1208,1,2,2,1,6,0,Attchd,2006.0,RFn,2,632,Y,61,0,0,,206000.0,
labeled,442,RL,10880,Pave,AllPub,Gtl,1Story,1950.0,1950,Gable,CBlock,1164,GasW,N,SBrkr,1164,0,1164,1,1,3,1,5,0,Detchd,1950.0,Unf,1,240,Y,48,0,0,,125000.0,
labeled,443,RL,10400,Pave,AllPub,Gtl,2Story,1972.0,1972,Gable,CBlock,732,GasA,Y,SBrkr,1012,778,1790,1,1,4,1,8,1,Attchd,1972.0,RFn,2,484,Y,0,0,0,,165150.0,
labeled,444,RL,21930,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,732,GasA,Y,SBrkr,734,1104,1838,0,2,4,1,7,1,BuiltIn,2005.0,Fin,2,372,Y,40,0,0,,192140.0,
labeled,445,RL,9600,Pave,AllPub,Gtl,1.5Fin,1950.0,1950,Gable,CBlock,1032,GasA,Y,FuseA,1032,220,1252,0,1,3,1,6,0,Attchd,1950.0,Unf,1,288,Y,0,96,0,,119000.0,
labeled,446,RM,4224,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,PConc,1040,GasA,Y,SBrkr,1060,0,1060,1,1,3,1,6,1,Attchd,1976.0,Unf,2,572,Y,110,0,0,,129900.0,
labeled,447,RM,2522,Pave,AllPub,Gtl,2Story,2004.0,2006,Gable,PConc,970,GasA,Y,SBrkr,970,739,1709,0,2,3,1,7,0,Detchd,2004.0,Unf,2,380,Y,40,0,0,,130000.0,
labeled,448,RL,13650,Pave,AllPub,Gtl,1.5Fin,1958.0,1958,Gable,CBlock,1052,GasA,Y,SBrkr,1252,668,1920,1,2,4,1,8,1,Attchd,1958.0,Unf,2,451,Y,0,0,0,,172500.0,
labeled,449,RL,10552,Pave,AllPub,Gtl,1Story,1959.0,1959,Hip,CBlock,1398,GasA,Y,SBrkr,1700,0,1700,0,1,4,1,6,1,Attchd,1959.0,RFn,2,447,Y,38,0,0,,165500.0,
labeled,450,RM,8960,Pave,AllPub,Gtl,1Story,1927.0,1950,Gable,CBlock,1008,GasA,Y,FuseA,1028,0,1028,0,1,2,1,5,1,Detchd,1927.0,Unf,2,360,Y,0,130,0,,115000.0,
labeled,451,RL,12444,Pave,AllPub,Gtl,1Story,2008.0,2008,Hip,PConc,1932,GasA,Y,SBrkr,1932,0,1932,1,2,2,1,7,1,Attchd,2008.0,Fin,3,774,Y,66,0,0,,394617.0,
labeled,452,RL,8400,Pave,AllPub,Mod,2.5Fin,1939.0,1997,Gable,PConc,720,GasA,Y,SBrkr,1052,720,2192,0,2,4,1,8,1,Detchd,1939.0,Unf,1,240,Y,24,0,0,,179500.0,
labeled,453,RL,9760,Pave,AllPub,Mod,2Story,1964.0,1964,Gable,CBlock,780,GasA,Y,SBrkr,798,813,1611,1,1,4,1,7,0,Attchd,1964.0,RFn,2,442,Y,128,0,0,,167900.0,
labeled,454,RL,10125,Pave,AllPub,Gtl,1.5Fin,1977.0,1977,Gable,CBlock,0,GasA,Y,SBrkr,1302,432,1734,0,2,4,2,8,0,Attchd,1977.0,Unf,2,539,Y,0,0,0,,126000.0,
labeled,455,RL,10200,Pave,AllPub,Gtl,1Story,1954.0,2003,Gable,CBlock,1086,GasA,Y,SBrkr,1086,0,1086,1,1,3,1,6,0,Attchd,1989.0,Unf,2,490,Y,0,0,0,,144900.0,
labeled,456,RL,8314,Pave,AllPub,Gtl,1Story,1982.0,1982,Gable,CBlock,816,GasA,Y,SBrkr,816,0,816,0,1,2,1,5,0,Attchd,1982.0,Unf,1,264,Y,0,0,0,,124500.0,
labeled,457,RL,12354,Pave,AllPub,Gtl,1.5Fin,1920.0,2000,Gable,BrkTil,684,GasA,Y,SBrkr,684,512,1196,0,1,3,1,7,0,Detchd,2005.0,Unf,2,528,Y,46,0,0,Shed,110000.0,
labeled,458,RM,9000,Pave,AllPub,Gtl,1.5Fin,1937.0,1950,Gable,PConc,780,GasA,Y,SBrkr,780,595,1375,0,1,3,1,6,1,Detchd,1979.0,Unf,1,544,P,162,0,0,,141000.0,
labeled,459,RL,5001,Pave,AllPub,Gtl,1Story,2007.0,2008,Gable,PConc,1314,GasA,Y,SBrkr,1314,0,1314,1,2,2,1,6,1,Attchd,2008.0,RFn,2,626,Y,62,0,0,,230000.0,
labeled,460,RL,11500,Pave,AllPub,Gtl,1Story,1957.0,1957,Gable,Slab,0,GasA,N,SBrkr,845,0,845,0,1,3,1,5,0,Detchd,1957.0,Unf,1,290,N,0,0,0,,84000.0,
labeled,461,RM,2522,Pave,AllPub,Gtl,2Story,2004.0,2004,Gable,PConc,970,GasA,Y,SBrkr,970,739,1709,0,2,3,1,7,0,Detchd,2004.0,Unf,2,380,Y,40,0,0,,130000.0,
labeled,462,RL,9340,Pave,AllPub,Gtl,1Story,1941.0,1950,Hip,CBlock,672,GasA,Y,SBrkr,672,0,672,1,1,2,1,4,0,Attchd,1941.0,Unf,1,234,N,113,0,0,,113000.0,
labeled,463,RL,7244,Pave,AllPub,Gtl,SFoyer,1970.0,1970,Gable,CBlock,768,GasA,Y,SBrkr,768,0,768,1,1,2,1,5,0,Detchd,1987.0,Unf,2,624,Y,0,0,0,,129500.0,
labeled,464,FV,3316,Pave,AllPub,Gtl,1Story,2005.0,2005,Gable,PConc,1247,GasA,Y,SBrkr,1247,0,1247,1,1,1,1,4,1,Attchd,2005.0,Fin,2,550,Y,84,0,0,,197000.0,
labeled,465,RL,7750,Pave,AllPub,Gtl,SLvl,2000.0,2000,Gable,PConc,384,GasA,Y,SBrkr,774,656,1430,0,2,3,1,7,1,BuiltIn,2000.0,Fin,2,400,Y,0,0,0,,180000.0,
labeled,466,RL,11250,Pave,AllPub,Gtl,1.5Fin,1957.0,1989,Gable,CBlock,1104,GasA,Y,FuseA,1104,684,1788,1,1,5,1,8,2,Attchd,1957.0,Unf,1,304,Y,0,0,0,,161500.0,
labeled,467,RM,3378,Pave,AllPub,Gtl,2Story,1946.0,1992,Gable,CBlock,651,GasA,Y,SBrkr,707,682,1389,0,1,3,1,6,2,Detchd,1947.0,Unf,1,240,P,0,126,0,,135000.0,
labeled,468,RM,1680,Pave,AllPub,Gtl,2Story,1972.0,1972,Gable,CBlock,483,GasA,Y,SBrkr,483,504,987,0,1,2,1,5,1,Attchd,1972.0,Unf,1,288,Y,0,0,0,,94500.0,
labeled,469,RL,10859,Pave,AllPub,Gtl,1Story,1994.0,1995,Gable,PConc,1097,GasA,Y,SBrkr,1097,0,1097,0,1,3,1,6,0,Attchd,1995.0,Unf,2,672,Y,64,0,0,,145000.0,
labeled,470,RL,12274,Pave,AllPub,Gtl,1Story,2008.0,2008,Gable,PConc,1417,GasA,Y,SBrkr,1428,0,1428,0,2,3,1,6,0,Attchd,2008.0,RFn,2,554,Y,60,0,0,,227680.0,
labeled,471,RL,5604,Pave,AllPub,Gtl,1Story,1925.0,1950,Gable,CBlock,864,GasA,N,FuseA,864,0,864,1,1,2,1,5,0,,,,0,0,Y,0,96,0,,98000.0,
labeled,472,RL,12085,Pave,AllPub,Gtl,1Story,2007.0,2007,Hip,PConc,1734,GasA,Y,,1734,0,1734,1,2,3,1,7,1,Attchd,2007.0,RFn,3,928,Y,0,0,0,,318000.0,
labeled,473,RL,7018,Pave,AllPub,Gtl,2Story,1979.0,1979,Gable,Slab,0,GasA,Y,SBrkr,1120,1120,2240,0,2,6,2,12,0,Detchd,1979.0,Unf,2,528,Y,0,0,0,,142953.0,
labeled,474,RL,7024,Pave,AllPub,Gtl,1Story,2005.0,2005,Gable,PConc,1132,GasA,Y,SBrkr,1132,0,1132,1,1,2,1,5,0,Attchd,2005.0,Fin,2,451,Y,64,0,0,,176000.0,
labeled,475,RL,10150,Pave,AllPub,Gtl,1Story,1958.0,1958,Gable,CBlock,912,GasA,Y,FuseA,912,0,912,0,1,2,1,5,0,Attchd,1958.0,RFn,1,275,Y,0,0,0,,114500.0,
