Price,Year,Kms,Miles,Fuel,Transmission,Owner,Seller,Drivetrain,Length,Width,Height,Seating
15400,2011,62000,38525.002,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
15008,2021,11000,6835.081,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
9408,2020,11000,6835.081,Petrol,Manual,First,Individual,FWD,3840,1735,1530,5
5880,2014,102000,63379.842,Petrol,Manual,Second,Individual,FWD,3995,1695,1555,5
7000,2022,7000,4349.597,Petrol,Manual,First,Individual,RWD,3675,1475,1825,7
2408,2012,20000,12427.42,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
6664,2019,25000,15534.275,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
46480,2022,22000,13670.162,Petrol,Automatic,First,Individual,FWD,4762,1847,1433,5
8400,2018,65000,40389.115,Diesel,Manual,First,Individual,FWD,3840,1735,1530,5
6160,2013,47000,29204.437,Petrol,Manual,First,Individual,FWD,3999,1765,1708,5
-1,2016,-1,-1,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
30240,2018,45545,28300.342195,Diesel,Automatic,Second,Individual,RWD,4795,1967,1416,5
6328,2014,72782,45224.624122,Petrol,Manual,First,Individual,FWD,3970,1682,1453,5
4132.8,2017,16800,10439.0328,Petrol,Manual,First,Individual,FWD,3545,1490,1475,5
12208,2019,40900,25414.0739,Petrol,Automatic,First,Corporate,FWD,4425,1730,1495,5
6496,2017,39000,24233.469,Petrol,Manual,First,Corporate,FWD,3999,1734,1601,5
24628.8,2016,77000,47845.567,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
14011.2,2018,120000,74564.52,Diesel,Manual,Second,Individual,RWD,4456,1820,1995,7
6048,2017,38700,24047.0577,Petrol,Manual,First,Individual,FWD,3990,1680,1505,5
13944,2021,7239,4498.104669,Petrol,Manual,First,Individual,FWD,4445,1775,1700,6
4088,2014,76000,47224.196,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
48160,2020,11000,6835.081,Diesel,Automatic,First,Individual,FWD,4526,1800,1420,5
9240,2019,81300,50517.4623,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
3640,2013,76000,47224.196,Diesel,Manual,First,Individual,FWD,3970,1682,1453,5
4480,2018,91460,56830.59166,Petrol,Manual,First,Individual,FWD,3746,1647,1535,5
40320,2018,45000,27961.695,Diesel,Automatic,First,Individual,AWD,4360,2120,1635,5
7515.2,2013,47000,29204.437,Diesel,Manual,First,Individual,RWD,4430,1817,1975,8
38080,2018,50000,31068.55,Diesel,Automatic,First,Individual,AWD,4656,1890,1639,5
8680,2017,60500,37592.9455,Petrol,Automatic,First,Individual,FWD,4390,1699,1467,5
24080,2014,81000,50331.051,Diesel,Automatic,First,Individual,AWD,4781,1911,1774,5
40208,2020,19759,12277.669589,Diesel,Automatic,First,Individual,FWD,3982,1727,1425,5
4200,2011,77000,47845.567,Petrol,Manual,First,Individual,FWD,4540,1760,1480,5
7224,2015,58200,36163.7922,Petrol,Automatic,First,Individual,FWD,4370,1700,1475,5
5711.9888,2015,42000,26097.582,Petrol,Manual,First,Individual,FWD,3600,1600,1560,5
6104,2013,63000,39146.373,Petrol,Automatic,First,Individual,FWD,4530,1775,1470,5
9352,2018,42855,26628.854205,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
10752,2018,24000,14912.904,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
6048,2019,34000,21126.614,Petrol,Manual,First,Individual,FWD,3695,1600,1560,5
16520,2022,9500,5903.0245,Petrol,Manual,First,Individual,FWD,4315,1800,1637,5
40320,2014,32000,19883.872,Diesel,Automatic,Second,Individual,RWD,5252,1899,1457,5
13160,2018,97000,60272.987,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
5320,2014,72900,45297.9459,Petrol,Automatic,Second,Individual,FWD,4370,1700,1475,5
7280,2022,6000,3728.226,Petrol,Manual,First,Individual,FWD,3845,1735,1530,5
4144,2013,41000,25476.211,Petrol,Automatic,First,Individual,FWD,3585,1595,1550,5
9800,2018,50000,31068.55,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
7784,2018,66000,41010.486,Diesel,Automatic,First,Individual,FWD,3995,1735,1515,5
25480,2022,38000,23612.098,Diesel,Automatic,First,Individual,FWD,4598,1894,1706,5
30240,2021,17000,10563.307,Petrol,Automatic,First,Individual,FWD,4405,1818,1640,5
6104,2014,74000,45981.454,Diesel,Manual,First,Individual,FWD,4370,1700,1475,5
12308.8,2018,20690,12856.16599,Petrol,Automatic,First,Individual,FWD,4413,1699,1466,5
12600,2019,40000,24854.84,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
14548.8,2018,50000,31068.55,Petrol,Automatic,First,Individual,FWD,4270,1780,1630,5
13328,2020,47248,29358.537008,Petrol,Automatic,First,Individual,FWD,4445,1775,1700,6
8904,2021,9000,5592.339,Petrol,Automatic,First,Individual,FWD,3993,1677,1532,5
5151.9888,2013,78000,48466.938,Diesel,Manual,Second,Individual,FWD,4370,1700,1475,5
38080,2018,51000,31689.921,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
11760,2018,34841,21649.187011,Petrol,Manual,First,Individual,FWD,4270,1780,1665,5
4312,2014,46000,28583.066,Petrol,Manual,First,Individual,FWD,3995,1710,1505,5
6552,2015,61000,37903.631,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
18480,2014,55000,34175.405,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
7000,2020,58736,36496.847056,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
10192,2019,34000,21126.614,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
14280,2018,47000,29204.437,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
6552,2017,47000,29204.437,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
11592,2017,79000,49088.309,Diesel,Manual,First,Individual,AWD,3920,1710,1930,7
12040,2021,12020,7468.87942,Petrol,Automatic,First,Individual,FWD,3995,1775,1505,5
18480,2020,7000,4349.597,Diesel,Manual,First,Individual,FWD,4300,1790,1635,5
17640,2014,15000,9320.565,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
21840,2014,82000,50952.422,Diesel,Automatic,Second,Individual,AWD,4648,1881,1661,5
12096,2019,68000,42253.228,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
12096,2020,56000,34796.776,Diesel,Manual,First,Individual,FWD,3995,1770,1605,5
8960,2015,25000,15534.275,Diesel,Manual,First,Corporate,FWD,4585,1890,1785,7
3752,2017,34000,21126.614,Petrol,Manual,First,Individual,FWD,3995,1635,1490,7
13272,2021,10700,6648.6697,Petrol,Manual,First,Individual,FWD,3995,1770,1605,5
10023.9888,2021,25000,15534.275,Petrol,Automatic,First,Individual,FWD,3995,1775,1505,5
7280,2019,54000,33554.034,Petrol,Automatic,Second,Individual,FWD,3995,1695,1501,5
6160,2016,88000,54680.648,Diesel,Manual,First,Individual,FWD,3995,1745,1500,5
18480,2016,139000,86370.569,Diesel,Automatic,Second,Individual,AWD,4385,1831,1608,5
17920,2022,1300,807.7823,Petrol,Manual,First,Individual,FWD,4225,1760,1612,5
13160,2019,20000,12427.42,Petrol,Manual,First,Individual,FWD,4375,1700,1475,5
22344,2018,122000,75807.262,Diesel,Automatic,First,Individual,RWD,4695,1815,1840,7
6440,2016,38000,23612.098,Diesel,Manual,First,Individual,FWD,3985,1734,1505,5
22120,2021,18500,11495.3635,Diesel,Manual,First,Individual,FWD,4655,1835,1760,5
18200,2022,27800,17274.1138,Diesel,Manual,First,Individual,FWD,4300,1790,1635,5
7784,2019,46027,28599.843017,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
9800,2018,23148,14383.495908,Petrol,Automatic,First,Individual,FWD,4425,1730,1495,5
16744,2017,28000,17398.388,Petrol,Automatic,First,Individual,FWD,4670,1814,1476,5
8120,2019,11874,7378.159254,Petrol,Automatic,First,Individual,FWD,3840,1735,1530,5
9800,2017,50000,31068.55,Petrol,Manual,First,Individual,FWD,4270,1780,1630,5
26320,2016,75000,46602.825,Diesel,Automatic,Second,Individual,RWD,4892,1860,1837,7
30128,2019,15500,9631.2505,Diesel,Automatic,First,Individual,RWD,4633,1811,1429,5
7784,2016,82445,51228.932095,Diesel,Manual,Second,Individual,FWD,4490,1730,1485,5
6720,2014,75574,46959.491954,Petrol,Manual,Second,Individual,FWD,4440,1695,1495,5
4200,2015,64000,39767.744,CNG,Manual,First,Individual,FWD,3599,1495,1700,5
3528,2012,75000,46602.825,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
8680,2019,14095,8758.224245,Petrol,Manual,First,Individual,FWD,3999,1765,1708,5
34440,2017,17000,10563.307,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
4648,2014,70000,43495.97,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
8568,2017,68000,42253.228,Diesel,Manual,First,Individual,FWD,4296,1695,1685,7
5824,2018,40000,24854.84,Petrol,Manual,Second,Individual,FWD,3850,1695,1530,5
43680,2015,39000,24233.469,Diesel,Automatic,First,Individual,RWD,5252,1899,1457,5
9520,2016,72000,44738.712,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
10863.9888,2016,39000,24233.469,Diesel,Manual,First,Individual,FWD,4296,1695,1685,7
6440,2016,62000,38525.002,Diesel,Manual,First,Individual,FWD,3995,1745,1500,5
43680,2021,41086,25529.648906,Diesel,Automatic,Second,Individual,AWD,4903,1869,1837,7
15624,2013,65000,40389.115,Diesel,Automatic,Second,Individual,RWD,4633,1811,1429,5
18200,2021,7900,4908.8309,Petrol,Automatic,First,Individual,FWD,4225,1760,1612,5
16788.8,2021,22000,13670.162,Diesel,Automatic,First,Individual,FWD,3995,1790,1647,5
22960,2018,73000,45360.083,Diesel,Automatic,Second,Individual,AWD,4486,1839,1672,5
14560,2016,55000,34175.405,Petrol,Automatic,Second,Individual,FWD,4670,1814,1476,5
35828.8,2019,6900,4287.4599,Diesel,Automatic,First,Individual,FWD,4861,1864,1483,5
5040,2017,65000,40389.115,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
7560,2015,48000,29825.808,Diesel,Manual,First,Individual,FWD,4386,1683,1603,7
3136,2018,48000,29825.808,Petrol,Manual,Second,Individual,FWD,3395,1490,1475,5
4760,2018,18000,11184.678,Petrol,Manual,First,Individual,FWD,3599,1495,1700,5
14000,2012,78000,48466.938,Diesel,Automatic,First,Individual,RWD,4596,1770,1447,5
13160,2014,87938,54642.122998,Diesel,Automatic,Second,Individual,AWD,4690,1880,1690,7
6104,2019,43000,26718.953,CNG,Manual,First,Individual,FWD,3610,1645,1560,5
5544,2008,95200,59154.5192,Diesel,Automatic,First,Corporate,RWD,4581,1770,1447,5
5600,2016,26000,16155.646,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
4368,2015,70000,43495.97,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
6440,2019,31000,19262.501,CNG,Manual,First,Individual,FWD,3655,1620,1675,5
2800,2012,54556,33899.516276,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
7672,2019,74000,45981.454,Petrol,Manual,First,Individual,FWD,3995,1735,1515,5
3584,2016,64000,39767.744,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
6944,2016,85000,52816.535,Diesel,Manual,Second,Individual,FWD,4300,1765,1590,5
6720,2018,54000,33554.034,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
19600,2019,57000,35418.147,Petrol,Automatic,First,Individual,FWD,4395,1818,1640,5
11368,2015,68566,42604.923986,Diesel,Automatic,First,Individual,FWD,4270,1780,1630,5
4368,2009,68195,42374.395345,Petrol,Manual,First,Individual,FWD,4540,1760,1480,5
8456,2017,57000,35418.147,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
20440,2021,45000,27961.695,Petrol,Automatic,First,Individual,FWD,4300,1790,1635,5
4659.2,2014,60116,37354.339036,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
3640,2010,82202,51077.938942,Diesel,Manual,Second,Individual,FWD,4160,1690,1530,5
2441.6,2008,51000,31689.921,Petrol,Manual,Second,Individual,FWD,3520,1475,1690,5
7280,2017,86000,53437.906,Diesel,Manual,First,Individual,FWD,4490,1730,1485,5
8848,2018,41000,25476.211,Diesel,Manual,First,Individual,FWD,3999,1734,1601,5
6048,2015,76000,47224.196,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
4200,2011,120000,74564.52,Diesel,Manual,First,Individual,FWD,3850,1695,1530,5
44688,2021,12500,7767.1375,Petrol,Automatic,First,Individual,FWD,4447,1821,1598,5
2744,2009,114000,70836.294,Petrol,Manual,First,Individual,FWD,4160,1690,1530,5
2912,2015,25862,16069.896802,Petrol,Manual,First,Individual,FWD,3600,1600,1560,5
2688,2010,72000,44738.712,Diesel,Manual,First,Individual,FWD,3795,1680,1427,5
8960,2015,90000,55923.39,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
8344,2016,38000,23612.098,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
7560,2019,74237,46128.718927,Petrol,Manual,First,Individual,FWD,3995,1695,1501,5
29680,2018,53000,32932.663,Diesel,Automatic,Second,Individual,RWD,4454,2044,1545,5
6944,2019,42356,26318.790076,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
3326.4,2013,84000,52195.164,Diesel,Manual,First,Individual,FWD,4490,1735,1560,5
5600,2016,114000,70836.294,Diesel,Manual,First,Individual,FWD,3775,1695,1510,5
12868.8,2019,26894,16711.151674,Petrol,Automatic,First,Individual,FWD,4440,1729,1475,5
29680,2017,70000,43495.97,Diesel,Automatic,Second,Individual,RWD,4686,1810,1442,5
15400,2012,98352,61113.080592,Diesel,Manual,First,Individual,RWD,4705,1840,1850,7
2632,2009,107000,66486.697,Petrol,Manual,Third,Individual,FWD,3565,1595,1550,5
34608,2017,52000,32311.292,Diesel,Automatic,First,Individual,RWD,4795,1855,1835,7
49000,2017,31059,19299.161889,Petrol,Automatic,First,Individual,RWD,4915,1820,1450,5
8388.8,2017,114000,70836.294,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
8792,2017,44000,27340.324,Diesel,Manual,First,Individual,RWD,3995,1835,1839,7
8400,2017,72000,44738.712,Diesel,Manual,First,Individual,FWD,3995,1760,1555,5
46480,2019,8000,4970.968,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
3584,2014,54000,33554.034,Petrol,Manual,First,Individual,FWD,3620,1475,1460,5
19600,2015,99000,61515.729,Diesel,Automatic,Second,Individual,FWD,4417,1804,1494,5
10583.9888,2019,88000,54680.648,Diesel,Manual,First,Individual,RWD,3995,1795,1817,7
45920,2021,19000,11806.049,Diesel,Automatic,First,Individual,AWD,4903,1869,1837,7
19600,2021,33000,20505.243,Petrol,Automatic,First,Individual,FWD,4655,1835,1760,5
9083.2,2018,44153,27435.393763,Diesel,Manual,First,Individual,FWD,4395,1735,1690,7
8120,2016,42000,26097.582,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
7280,2017,49422,30709.397562,Petrol,Automatic,First,Individual,FWD,3765,1660,1520,5
21560,2021,19000,11806.049,Petrol,Automatic,First,Corporate,FWD,4720,1835,1760,6
6608,2015,75258,46763.138718,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
5544,2019,46000,28583.066,CNG,Manual,First,Individual,FWD,3610,1645,1560,5
7784,2016,68921,42825.510691,Diesel,Manual,First,Individual,FWD,3995,1745,1500,5
8948.8,2018,79800,49585.4058,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
3640,2013,53000,32932.663,Petrol,Manual,Second,Individual,FWD,3970,1682,1453,5
13328,2018,59000,36660.889,Diesel,Manual,First,Individual,RWD,4456,1820,1995,7
8400,2021,58000,36039.518,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
29120,2014,94000,58408.874,Diesel,Automatic,First,Individual,AWD,4804,2141,1796,5
3348.8,2017,45000,27961.695,CNG,Manual,First,Individual,FWD,3395,1490,1475,5
38864,2018,62152,38619.450392,Diesel,Automatic,First,Individual,AWD,4795,1855,1835,7
12040,2019,28000,17398.388,Petrol,Automatic,First,Individual,FWD,3995,1770,1605,5
7280,2019,15000,9320.565,Petrol,Automatic,First,Individual,FWD,3765,1660,1520,5
4760,2014,53610,33311.69931,Petrol,Manual,Second,Individual,FWD,3990,1680,1505,5
4984,2014,75000,46602.825,Diesel,Manual,First,Individual,FWD,4331,1822,1671,5
13720,2022,16000,9941.936,Petrol,Manual,First,Individual,FWD,4445,1775,1700,6
15120,2015,60000,37282.26,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
16240,2014,45000,27961.695,Diesel,Automatic,First,Individual,RWD,4596,1770,1447,5
30788.8,2017,120000,74564.52,Diesel,Automatic,First,Individual,AWD,4795,1855,1835,7
1579.2,2009,56400,35045.3244,Petrol,Manual,Third,Individual,FWD,3565,1525,1590,5
15400,2017,70000,43495.97,Diesel,Automatic,First,Individual,FWD,4270,1780,1630,5
20440,2016,82567,51304.739357,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
5880,2015,68244,42404.842524,Diesel,Manual,Second,Individual,FWD,3955,1694,1544,5
36960,2014,25000,15534.275,Diesel,Automatic,Second,Individual,AWD,5089,1983,1737,6
4536,2018,34000,21126.614,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
28560,2017,36000,22369.356,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
9800,2019,36000,22369.356,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
3976,2014,68005,42256.334855,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
10360,2018,74797,46476.686687,Diesel,Manual,First,Individual,FWD,3998,1765,1647,5
7000,2019,31000,19262.501,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
4760,2020,7520,4672.70992,Petrol,Manual,First,Individual,FWD,3429,1560,1541,5
6160,2015,58078,36087.984938,Petrol,Manual,Second,Individual,FWD,3765,1660,1520,5
4871.9888,2014,79081,49138.640051,Diesel,Manual,First,Individual,FWD,4384,1699,1466,5
39200,2017,72000,44738.712,Diesel,Automatic,First,Individual,AWD,4656,1890,1639,5
19600,2022,23000,14291.533,Petrol,Automatic,First,Individual,FWD,4300,1790,1635,5
4760,2015,11628,7225.301988,Petrol,Manual,First,Individual,FWD,3995,1660,1520,5
7560,2017,81323,50531.753833,Diesel,Manual,First,Individual,FWD,3998,1765,1647,5
7560,2016,50000,31068.55,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
19320,2016,145000,90098.795,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
19712,2017,48000,29825.808,Petrol,Automatic,First,Individual,FWD,4456,1796,1416,5
8176,2017,80000,49709.68,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
3371.2,2011,28513,17717.151323,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
2520,2013,87000,54059.277,Diesel,Manual,First,Individual,FWD,3795,1680,1427,5
3192,2017,45600,28334.5176,Petrol,Manual,First,Individual,FWD,3395,1490,1475,5
3920,2013,78000,48466.938,Diesel,Manual,Second,Individual,FWD,4384,1699,1466,5
18480,2017,52458,32595.879918,Petrol,Automatic,First,Individual,FWD,4861,1864,1483,5
2968,2017,30000,18641.13,CNG,Manual,First,Individual,FWD,3395,1490,1475,5
4424,2017,46992,29199.466032,Petrol,Manual,First,Individual,FWD,3746,1647,1535,5
5600,2016,54440,33827.43724,Petrol,Manual,First,Individual,FWD,3955,1694,1544,5
31024,2019,32000,19883.872,Diesel,Automatic,First,Individual,AWD,4850,1960,1845,7
27440,2015,103000,64001.213,Diesel,Automatic,First,Individual,AWD,4804,2141,1796,5
35000,2020,28600,17771.2106,Petrol,Automatic,First,Individual,FWD,4701,1826,1427,5
33040,2020,72000,44738.712,Diesel,Automatic,First,Individual,FWD,5115,1985,1755,7
6944,2016,64906,40330.706126,Diesel,Manual,First,Individual,FWD,4296,1695,1685,7
25200,2016,79000,49088.309,Diesel,Automatic,First,Individual,AWD,4417,1804,1494,5
6328,2017,64000,39767.744,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
6160,2018,56000,34796.776,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
17360,2022,12000,7456.452,Diesel,Manual,First,Individual,RWD,4456,1820,1995,7
7963.2,2018,67900,42191.0909,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
4200,2018,48144,29915.285424,Petrol,Manual,First,Individual,FWD,3992,1677,1537,5
2744,2016,64000,39767.744,Petrol,Manual,First,Individual,FWD,3545,1490,1475,5
7728,2016,38000,23612.098,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
10583.9888,2016,65321,40588.575091,Diesel,Manual,First,Individual,RWD,4585,1765,1760,8
15120,2014,80000,49709.68,Petrol,Automatic,Third,Individual,FWD,4292,1780,1433,4
9520,2018,37093,23048.514503,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
13440,2021,37230,23133.64233,Petrol,Manual,First,Individual,FWD,4390,1699,1467,5
3684.8,2014,76116,47296.275036,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
3360,2010,83359,51796.865189,Petrol,Manual,First,Individual,FWD,4545,1750,1450,5
5208,2019,28000,17398.388,CNG,Manual,First,Individual,FWD,3610,1645,1560,5
26320,2018,14120,8773.75852,Petrol,Automatic,First,Individual,FWD,4861,1864,1483,5
2800,2014,25000,15534.275,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
21840,2020,28584,17761.268664,Petrol,Automatic,First,Individual,FWD,4720,1835,1760,6
42560,2017,50000,31068.55,Diesel,Automatic,First,Individual,AWD,4360,2120,1635,5
3696,2017,63200,39270.6472,CNG,Manual,First,Individual,FWD,3545,1490,1475,4
4591.9888,2014,55000,34175.405,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
6440,2019,71569,44470.901099,Diesel,Manual,First,Individual,FWD,3886,1695,1525,5
3024,2012,41200,25600.4852,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
4871.9888,2013,117000,72700.407,Diesel,Manual,First,Individual,RWD,4430,1817,1975,8
5208,2014,65000,40389.115,Petrol,Manual,Second,Individual,FWD,3995,1695,1555,5
3920,2011,21000,13048.791,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
10080,2020,23000,14291.533,Petrol,Manual,First,Individual,FWD,3995,1770,1605,5
6664,2016,26357,16377.475447,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
14112,2018,33500,20815.9285,Petrol,Automatic,First,Individual,FWD,4270,1780,1630,5
6708.8,2015,72000,44738.712,Diesel,Manual,First,Individual,FWD,4265,1695,1685,7
17864,2018,54154,33649.725134,Diesel,Automatic,Second,Individual,FWD,4585,1890,1785,7
20148.7888,2017,14000,8699.194,Diesel,Automatic,First,Individual,FWD,4370,1783,1458,5
7123.2,2021,35500,22058.6705,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
10640,2018,63000,39146.373,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
8960,2017,52836,32830.758156,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
4860.8,2017,50000,31068.55,Petrol,Automatic,First,Individual,FWD,3715,1635,1565,5
7000,2016,72114,44809.548294,Diesel,Manual,First,Individual,FWD,3985,1734,1505,5
2744,2015,72000,44738.712,CNG,Manual,Second,Individual,FWD,3395,1490,1475,5
34720,2019,24000,14912.904,Petrol,Automatic,First,Individual,FWD,4424,1804,1494,5
16688,2012,42000,26097.582,Diesel,Automatic,First,Individual,FWD,4915,1874,1455,5
3304,2015,31000,19262.501,Petrol,Manual,First,Individual,FWD,3545,1490,1475,5
5040,2018,32000,19883.872,Petrol,Manual,Second,Individual,RWD,3675,1475,1800,7
22287.9888,2018,55000,34175.405,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
43680,2017,31059,19299.161889,Petrol,Automatic,First,Individual,RWD,4915,1820,1450,5
7112,2016,72200,44862.9862,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
6440,2013,72000,44738.712,Diesel,Manual,Second,Individual,RWD,4655,1965,1922,7
6608,2016,77000,47845.567,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
13428.8,2020,26497,16464.467387,Petrol,Manual,Second,Individual,FWD,4440,1695,1495,5
4256,2013,57000,35418.147,Petrol,Automatic,First,Individual,FWD,3585,1595,1550,5
4088,2015,20100,12489.5571,Petrol,Automatic,First,Individual,FWD,3545,1490,1475,5
11200,2010,67000,41631.857,Petrol,Automatic,Second,Individual,FWD,4701,1826,1427,5
20160,2021,14500,9009.8795,Diesel,Manual,First,Individual,AWD,3985,1820,1844,4
14280,2021,30000,18641.13,Diesel,Automatic,First,Individual,FWD,4315,1800,1645,5
10696,2016,110000,68350.81,Diesel,Automatic,First,Individual,FWD,4585,1890,1785,7
7056,2015,115339,71668.309769,Diesel,Manual,Second,Individual,RWD,3995,1835,1839,7
21840,2022,4500,2796.1695,Diesel,Automatic,First,Individual,AWD,3985,1820,1844,4
9968,2017,49000,30447.179,Petrol,Manual,First,Individual,FWD,4270,1780,1630,5
25480,2015,78362,48691.874302,Diesel,Automatic,First,Individual,RWD,4624,2031,1429,5
20887.9888,2020,30000,18641.13,Diesel,Automatic,First,Individual,AWD,3985,1820,1855,4
6048,2015,59000,36660.889,Diesel,Manual,First,Individual,FWD,3995,1760,1555,5
35000,2018,49000,30447.179,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
35840,2014,60513,37601.023323,Diesel,Automatic,First,Corporate,AWD,4804,2141,1796,5
30800,2019,56500,35107.4615,Diesel,Automatic,First,Individual,FWD,4424,1804,1494,5
4480,2013,71000,44117.341,Diesel,Manual,First,Individual,FWD,4370,1700,1475,5
42000,2016,88000,54680.648,Diesel,Automatic,Second,Individual,AWD,5052,1968,1740,7
8960,2018,68000,42253.228,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
8736,2017,94827,58922.747817,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
2464,2010,62000,38525.002,Petrol,Manual,First,Individual,FWD,3600,1475,1595,5
26712,2017,22120,13744.72652,Diesel,Automatic,First,Individual,FWD,4439,1821,1612,5
38080,2019,11000,6835.081,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
31920,2017,58000,36039.518,Petrol,Automatic,First,Individual,FWD,4933,1874,1455,5
11088,2019,54572,33909.458212,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
3640,2010,56000,34796.776,Petrol,Automatic,First,Individual,FWD,4420,1695,1480,5
3640,2011,89000,55302.019,Petrol,Automatic,Second,Individual,FWD,4420,1695,1480,5
6148.8,2014,42000,26097.582,Diesel,Automatic,First,Individual,FWD,4386,1699,1466,5
3808,2017,6000,3728.226,Diesel,Manual,First,Individual,FWD,3805,1665,1525,5
4760,2013,79500,49398.9945,Diesel,Manual,First,Individual,FWD,3990,1680,1505,5
18927.9888,2015,82000,50952.422,Diesel,Automatic,Second,Individual,RWD,4633,1811,1429,5
30800,2021,34228,21268.286588,Diesel,Manual,First,Individual,RWD,4735,1830,1795,8
5768,2014,141334,87820.848914,Diesel,Manual,Second,Individual,FWD,3850,1695,1530,5
6160,2018,50000,31068.55,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
6160,2014,65000,40389.115,Diesel,Manual,First,Individual,FWD,4331,1822,1671,5
6216,2018,20000,12427.42,Petrol,Automatic,First,Individual,FWD,3746,1647,1535,5
4379.2,2017,24000,14912.904,Petrol,Manual,First,Individual,FWD,3600,1600,1560,5
6272,2017,36000,22369.356,Petrol,Automatic,First,Individual,FWD,3700,1690,1595,5
15904,2013,117000,72700.407,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
