id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,was_contacted_before,campaign_intensity,age_group,quarter
2948,leaderboard,36,unemployed,married,secondary,no,-620.4,yes,yes,cellular,20,nov,153.0,1,183,1,failure,,1,0.5,adulto_joven,Q4
2949,leaderboard,34,management,married,tertiary,no,608.0,no,no,cellular,20,apr,97.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
2950,leaderboard,36,technician,married,tertiary,no,482.0,yes,no,cellular,8,may,103.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
2951,leaderboard,69,retired,married,primary,no,275.0,no,no,telephone,12,aug,26.0,1,-1,0,unknown,,0,1.0,senior,Q3
2952,leaderboard,59,management,divorced,tertiary,no,0.0,yes,no,cellular,31,jul,52.0,8,-1,0,unknown,,0,8.0,adulto,Q3
2953,leaderboard,37,services,married,secondary,no,650.0,yes,no,telephone,23,jul,175.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
2954,leaderboard,48,management,married,tertiary,no,0.0,no,no,cellular,26,aug,60.0,5,-1,0,unknown,,0,5.0,adulto,Q3
2955,leaderboard,54,technician,married,secondary,no,-316.0,no,yes,cellular,10,jul,1031.94,1,-1,0,unknown,,0,1.0,adulto,Q3
2956,leaderboard,33,management,married,secondary,no,19.0,yes,no,cellular,4,may,104.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
2957,leaderboard,31,blue-collar,single,primary,no,-506.0,yes,no,cellular,29,may,76.0,4,-1,0,unknown,,0,4.0,adulto_joven,Q2
2958,leaderboard,27,blue-collar,married,secondary,no,819.0,yes,no,cellular,3,jun,188.0,5,-1,0,unknown,,0,5.0,joven,Q2
2959,leaderboard,39,management,married,tertiary,no,255.0,no,no,cellular,11,aug,86.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
2960,leaderboard,27,management,single,tertiary,no,710.0,yes,no,cellular,5,jun,590.0,3,-1,0,unknown,,0,3.0,joven,Q2
2961,leaderboard,50,housemaid,married,primary,no,0.0,no,no,cellular,20,jun,179.0,2,-1,0,unknown,,0,2.0,adulto,Q2
2962,leaderboard,57,services,divorced,secondary,no,7.0,no,yes,cellular,22,jul,445.0,2,-1,0,unknown,,0,2.0,adulto,Q3
2963,leaderboard,56,management,married,tertiary,no,219.0,no,yes,cellular,21,jul,121.0,2,-1,0,unknown,,0,2.0,adulto,Q3
2964,leaderboard,47,technician,married,primary,no,143.0,yes,no,cellular,7,may,157.0,6,-1,0,unknown,,0,6.0,adulto,Q2
2965,leaderboard,32,management,married,tertiary,no,0.0,no,no,cellular,19,nov,66.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q4
2966,leaderboard,48,management,divorced,secondary,no,1595.0,yes,no,cellular,29,may,84.0,1,-1,0,unknown,,0,1.0,adulto,Q2
2967,leaderboard,51,services,married,secondary,no,871.0,yes,no,cellular,3,feb,177.0,2,211,3,failure,,1,0.5,adulto,Q1
2968,leaderboard,47,services,married,secondary,no,49.0,yes,yes,cellular,16,may,312.0,1,-1,0,unknown,,0,1.0,adulto,Q2
2969,leaderboard,30,technician,single,secondary,no,-532.0,yes,yes,cellular,5,may,670.0,2,286,6,failure,,1,0.2857142857142857,joven,Q2
2970,leaderboard,49,blue-collar,married,primary,no,896.0,no,no,cellular,9,jun,210.0,2,-1,0,unknown,,0,2.0,adulto,Q2
2971,leaderboard,33,entrepreneur,married,secondary,no,-121.0,yes,yes,cellular,27,may,421.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
2972,leaderboard,36,management,divorced,tertiary,no,616.0,no,no,cellular,26,aug,125.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
2973,leaderboard,35,technician,married,secondary,no,3.0,no,no,cellular,22,aug,94.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
2974,leaderboard,59,entrepreneur,married,primary,no,0.0,no,no,telephone,19,nov,207.0,2,153,1,failure,,1,1.0,adulto,Q4
2975,leaderboard,57,management,married,secondary,no,138.0,no,no,cellular,17,aug,80.0,1,-1,0,unknown,,0,1.0,adulto,Q3
2976,leaderboard,56,retired,divorced,secondary,no,213.0,no,yes,telephone,17,jul,27.0,1,-1,0,unknown,,0,1.0,adulto,Q3
2977,leaderboard,43,management,divorced,tertiary,no,33.0,no,no,cellular,26,may,118.0,1,102,2,failure,,1,0.3333333333333333,adulto_joven,Q2
2978,leaderboard,37,admin.,married,tertiary,no,0.0,yes,no,cellular,21,jul,115.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
2979,leaderboard,40,unemployed,divorced,secondary,no,510.0,yes,no,cellular,2,feb,134.0,1,266,7,failure,,1,0.125,adulto_joven,Q1
2980,leaderboard,31,blue-collar,married,secondary,no,-492.0,yes,no,cellular,21,jul,357.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
2981,leaderboard,41,blue-collar,married,secondary,no,422.0,yes,no,cellular,13,may,244.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
2982,leaderboard,23,services,single,secondary,no,504.0,yes,no,cellular,4,jun,111.0,3,-1,0,unknown,,0,3.0,joven,Q2
2983,leaderboard,33,technician,single,tertiary,no,144.0,no,no,cellular,25,aug,88.0,4,-1,0,unknown,,0,4.0,adulto_joven,Q3
2984,leaderboard,33,blue-collar,single,secondary,no,5739.0,yes,yes,cellular,21,nov,374.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q4
2985,leaderboard,55,services,married,secondary,no,101.0,no,no,telephone,30,jul,340.0,2,-1,0,unknown,,0,2.0,adulto,Q3
2986,leaderboard,26,blue-collar,single,secondary,no,387.0,yes,no,cellular,28,may,302.0,1,-1,0,unknown,,0,1.0,joven,Q2
2987,leaderboard,47,admin.,divorced,secondary,no,157.0,yes,no,cellular,9,may,203.0,4,-1,0,unknown,,0,4.0,adulto,Q2
2988,leaderboard,41,entrepreneur,divorced,secondary,no,1580.0,yes,yes,cellular,20,jun,10.0,8,-1,0,unknown,,0,8.0,adulto_joven,Q2
2989,leaderboard,35,management,married,tertiary,no,13.0,yes,no,cellular,23,may,55.0,4,-1,0,unknown,,0,4.0,adulto_joven,Q2
2990,leaderboard,38,entrepreneur,married,tertiary,no,230.0,yes,no,cellular,5,feb,105.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q1
2991,leaderboard,39,technician,single,tertiary,no,1034.0,no,no,cellular,18,aug,195.0,10,-1,0,unknown,,0,10.0,adulto_joven,Q3
2992,leaderboard,42,management,married,secondary,no,1523.0,no,no,cellular,19,oct,230.0,1,92,1,success,,1,0.5,adulto_joven,Q4
2993,leaderboard,38,services,single,secondary,no,2244.0,yes,no,cellular,13,may,937.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
2994,leaderboard,53,admin.,divorced,secondary,no,30.0,yes,no,cellular,7,may,56.0,1,359,1,failure,,1,0.5,adulto,Q2
2995,leaderboard,33,management,single,tertiary,no,336.0,no,no,cellular,29,aug,130.0,4,-1,0,unknown,,0,4.0,adulto_joven,Q3
2996,leaderboard,31,management,married,tertiary,no,2602.0,yes,no,cellular,11,feb,280.0,4,-1,0,unknown,,0,4.0,adulto_joven,Q1
2997,leaderboard,26,technician,married,secondary,no,23.0,yes,yes,cellular,5,may,138.0,1,-1,0,unknown,,0,1.0,joven,Q2
2998,leaderboard,36,services,married,secondary,no,1980.0,no,no,cellular,17,jun,48.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
2999,leaderboard,35,services,divorced,secondary,no,219.0,yes,no,cellular,14,may,150.0,1,360,1,failure,,1,0.5,adulto_joven,Q2
3000,leaderboard,34,self-employed,married,tertiary,no,272.0,no,no,cellular,4,may,203.0,1,78,8,other,,1,0.1111111111111111,adulto_joven,Q2
3001,leaderboard,42,blue-collar,married,secondary,no,-432.0,no,no,cellular,9,jul,31.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3002,leaderboard,35,entrepreneur,married,primary,no,2633.0,no,yes,cellular,8,jul,259.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3003,leaderboard,28,student,single,tertiary,no,0.0,no,no,cellular,28,sep,294.0,2,105,7,other,,1,0.25,joven,Q3
3004,leaderboard,34,entrepreneur,married,secondary,no,-149.0,yes,yes,cellular,27,may,492.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3005,leaderboard,46,blue-collar,married,primary,no,2556.0,yes,no,telephone,20,nov,107.0,1,167,1,other,,1,0.5,adulto,Q4
3006,leaderboard,44,blue-collar,married,secondary,no,-182.0,yes,yes,cellular,14,may,10.0,10,-1,0,unknown,,0,10.0,adulto_joven,Q2
3007,leaderboard,45,technician,married,secondary,no,80.0,no,no,cellular,29,aug,150.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3008,leaderboard,40,blue-collar,married,secondary,no,492.0,yes,no,cellular,8,may,55.0,2,298,4,failure,,1,0.4,adulto_joven,Q2
3009,leaderboard,46,management,married,tertiary,no,1003.0,no,no,cellular,29,aug,24.0,13,-1,0,unknown,,0,13.0,adulto,Q3
3010,leaderboard,31,technician,single,secondary,no,431.0,no,no,cellular,11,aug,1031.94,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3011,leaderboard,44,technician,divorced,secondary,no,765.0,yes,no,cellular,23,may,397.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3012,leaderboard,28,management,single,tertiary,no,0.0,yes,no,cellular,16,jul,767.0,5,-1,0,unknown,,0,5.0,joven,Q3
3013,leaderboard,37,services,single,secondary,no,-243.0,no,no,cellular,3,jul,178.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3014,leaderboard,35,services,married,secondary,no,0.0,yes,no,cellular,18,may,146.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3015,leaderboard,36,blue-collar,married,secondary,no,62.0,yes,no,cellular,2,jun,56.0,8,-1,0,unknown,,0,8.0,adulto_joven,Q2
3016,leaderboard,41,blue-collar,married,secondary,no,1468.0,no,no,cellular,5,jun,82.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3017,leaderboard,34,technician,married,secondary,no,-135.0,yes,yes,cellular,12,aug,131.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3018,leaderboard,51,blue-collar,divorced,primary,no,833.0,no,no,telephone,30,jul,41.0,2,-1,0,unknown,,0,2.0,adulto,Q3
3019,leaderboard,45,admin.,married,secondary,no,239.0,no,no,cellular,16,jul,212.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3020,leaderboard,40,student,married,secondary,no,257.0,no,no,cellular,19,nov,52.0,1,152,6,failure,,1,0.14285714285714285,adulto_joven,Q4
3021,leaderboard,37,technician,single,secondary,no,388.0,yes,no,cellular,8,may,103.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
3022,leaderboard,55,management,divorced,secondary,no,9.0,yes,no,cellular,19,may,95.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3023,leaderboard,51,blue-collar,divorced,secondary,no,1069.0,yes,no,cellular,30,may,247.0,2,-1,0,unknown,,0,2.0,adulto,Q2
3024,leaderboard,67,retired,married,secondary,no,699.0,no,no,telephone,4,may,77.0,2,-1,0,unknown,,0,2.0,senior,Q2
3025,leaderboard,50,management,married,tertiary,no,0.0,no,no,cellular,9,jul,243.0,5,-1,0,unknown,,0,5.0,adulto,Q3
3026,leaderboard,30,management,married,tertiary,no,94.0,yes,no,cellular,5,apr,470.0,7,426,3,other,,1,1.75,joven,Q2
3027,leaderboard,38,technician,married,secondary,no,747.0,no,no,cellular,7,aug,259.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q3
3028,leaderboard,45,unemployed,divorced,primary,yes,-250.0,yes,yes,cellular,1,jul,92.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3029,leaderboard,54,retired,married,primary,no,0.0,yes,no,cellular,11,jul,159.0,2,-1,0,unknown,,0,2.0,adulto,Q3
3030,leaderboard,53,blue-collar,married,primary,no,3324.0,yes,no,cellular,23,may,331.0,6,-1,0,unknown,,0,6.0,adulto,Q2
3031,leaderboard,41,blue-collar,married,secondary,no,1341.0,yes,no,cellular,20,apr,234.0,5,-1,0,unknown,,0,5.0,adulto_joven,Q2
3032,leaderboard,49,technician,married,primary,no,229.0,yes,no,cellular,8,may,96.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3033,leaderboard,27,services,married,secondary,no,67.0,yes,no,cellular,7,may,113.0,1,337,2,other,,1,0.3333333333333333,joven,Q2
3034,leaderboard,57,blue-collar,married,primary,no,461.0,yes,no,cellular,13,may,139.0,4,-1,0,unknown,,0,4.0,adulto,Q2
3035,leaderboard,36,blue-collar,single,secondary,no,223.0,yes,yes,cellular,11,may,270.0,2,347,1,failure,,1,1.0,adulto_joven,Q2
3036,leaderboard,33,self-employed,single,secondary,no,235.0,yes,yes,cellular,5,feb,45.0,5,-1,0,unknown,,0,5.0,adulto_joven,Q1
3037,leaderboard,46,admin.,married,primary,no,278.0,yes,yes,cellular,6,may,157.0,2,-1,0,unknown,,0,2.0,adulto,Q2
3038,leaderboard,36,technician,single,secondary,no,0.0,no,no,cellular,29,aug,85.0,6,-1,0,unknown,,0,6.0,adulto_joven,Q3
3039,leaderboard,59,management,married,tertiary,no,1577.0,no,no,telephone,28,aug,91.0,5,-1,0,unknown,,0,5.0,adulto,Q3
3040,leaderboard,36,retired,single,secondary,no,101.0,yes,yes,cellular,26,may,314.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3041,leaderboard,53,unemployed,married,secondary,no,93.0,no,no,cellular,10,aug,493.0,1,181,14,success,,1,0.06666666666666667,adulto,Q3
3042,leaderboard,30,blue-collar,married,primary,no,2582.0,no,no,cellular,12,may,221.0,2,-1,0,unknown,,0,2.0,joven,Q2
3043,leaderboard,35,technician,married,tertiary,no,192.0,no,no,cellular,26,aug,286.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3044,leaderboard,58,management,married,secondary,no,38.0,no,no,cellular,18,aug,84.0,11,-1,0,unknown,,0,11.0,adulto,Q3
3045,leaderboard,50,services,married,secondary,no,1572.0,yes,no,cellular,9,jul,185.0,1,-1,0,unknown,,0,1.0,adulto,Q3
3046,leaderboard,59,technician,married,secondary,no,258.0,no,no,cellular,15,jun,415.0,1,89,1,success,,1,0.5,adulto,Q2
3047,leaderboard,59,blue-collar,married,secondary,no,0.0,yes,no,cellular,5,may,226.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3048,leaderboard,43,blue-collar,married,primary,no,-89.0,yes,no,cellular,26,may,402.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3049,leaderboard,41,blue-collar,married,primary,no,8.0,no,no,cellular,23,jul,74.0,5,-1,0,unknown,,0,5.0,adulto_joven,Q3
3050,leaderboard,27,management,single,tertiary,no,211.0,yes,no,cellular,15,may,373.0,1,-1,0,unknown,,0,1.0,joven,Q2
3051,leaderboard,27,services,single,secondary,yes,4.0,no,no,cellular,22,jul,60.0,2,-1,0,unknown,,0,2.0,joven,Q3
3052,leaderboard,38,admin.,divorced,tertiary,no,78.0,yes,no,cellular,6,may,218.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3053,leaderboard,59,blue-collar,married,primary,no,748.0,no,no,cellular,29,may,184.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3054,leaderboard,34,technician,single,secondary,no,347.0,no,yes,cellular,29,jan,136.0,1,262,3,failure,,1,0.25,adulto_joven,Q1
3055,leaderboard,28,technician,divorced,tertiary,no,602.0,yes,yes,cellular,18,jun,54.0,3,-1,0,unknown,,0,3.0,joven,Q2
3056,leaderboard,31,self-employed,single,secondary,no,207.0,no,yes,cellular,19,nov,177.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q4
3057,leaderboard,34,admin.,married,secondary,no,1672.0,no,no,cellular,21,may,160.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3058,leaderboard,36,services,married,secondary,no,-4.0,yes,no,cellular,30,jul,172.0,28,-1,0,unknown,,0,28.0,adulto_joven,Q3
3059,leaderboard,31,admin.,married,secondary,no,392.0,yes,no,cellular,7,dec,69.0,1,185,2,failure,,1,0.3333333333333333,adulto_joven,Q4
3060,leaderboard,36,blue-collar,single,tertiary,no,1821.0,no,no,cellular,14,oct,183.0,1,91,11,failure,,1,0.08333333333333333,adulto_joven,Q4
3061,leaderboard,43,technician,married,tertiary,no,188.0,no,no,cellular,5,aug,203.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3062,leaderboard,31,blue-collar,married,secondary,no,70.0,yes,yes,cellular,23,jul,235.0,11,-1,0,unknown,,0,11.0,adulto_joven,Q3
3063,leaderboard,57,management,married,tertiary,no,3240.0,no,no,cellular,20,aug,162.0,3,-1,0,unknown,,0,3.0,adulto,Q3
3064,leaderboard,51,blue-collar,divorced,secondary,no,207.0,yes,no,cellular,8,may,134.0,1,170,5,failure,,1,0.16666666666666666,adulto,Q2
3065,leaderboard,47,technician,married,secondary,no,597.0,yes,no,cellular,13,aug,99.0,3,-1,0,unknown,,0,3.0,adulto,Q3
3066,leaderboard,47,self-employed,married,secondary,no,15.0,yes,no,cellular,15,may,142.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3067,leaderboard,30,management,single,tertiary,no,6498.0,no,no,cellular,30,mar,78.0,3,-1,0,unknown,,0,3.0,joven,Q1
3068,leaderboard,36,entrepreneur,married,tertiary,no,1162.0,yes,no,cellular,6,may,168.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3069,leaderboard,45,technician,single,secondary,no,7115.0,yes,yes,cellular,18,nov,53.0,1,172,3,failure,,1,0.25,adulto_joven,Q4
3070,leaderboard,30,admin.,married,secondary,no,514.0,yes,no,cellular,8,may,127.0,1,-1,0,unknown,,0,1.0,joven,Q2
3071,leaderboard,32,technician,married,secondary,no,287.0,no,no,cellular,20,apr,60.0,1,343,4,failure,,1,0.2,adulto_joven,Q2
3072,leaderboard,49,entrepreneur,married,secondary,no,1925.0,no,yes,telephone,14,jul,281.0,3,-1,0,unknown,,0,3.0,adulto,Q3
3073,leaderboard,36,management,married,tertiary,no,916.0,no,no,cellular,14,dec,321.0,3,189,4,success,,1,0.6,adulto_joven,Q4
3074,leaderboard,54,entrepreneur,married,secondary,no,655.0,yes,no,cellular,15,may,352.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3075,leaderboard,34,technician,single,secondary,no,5048.0,no,no,cellular,20,nov,205.0,6,-1,0,unknown,,0,6.0,adulto_joven,Q4
3076,leaderboard,38,blue-collar,married,secondary,no,118.0,yes,yes,cellular,6,feb,168.0,1,212,2,failure,,1,0.3333333333333333,adulto_joven,Q1
3077,leaderboard,45,blue-collar,married,secondary,no,186.0,yes,no,cellular,13,may,154.0,5,176,1,other,,1,2.5,adulto_joven,Q2
3078,leaderboard,53,blue-collar,married,secondary,no,68.0,no,no,cellular,28,aug,25.0,18,-1,0,unknown,,0,18.0,adulto,Q3
3079,leaderboard,44,entrepreneur,married,secondary,no,92.0,no,no,cellular,7,jul,125.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3080,leaderboard,50,housemaid,divorced,primary,no,96.0,yes,no,cellular,22,jul,184.0,4,-1,0,unknown,,0,4.0,adulto,Q3
3081,leaderboard,32,technician,married,tertiary,no,386.0,yes,no,cellular,13,may,205.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
3082,leaderboard,38,technician,single,secondary,no,319.0,yes,no,cellular,28,may,61.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3083,leaderboard,32,services,single,secondary,no,0.0,yes,no,cellular,31,jul,99.0,13,-1,0,unknown,,0,13.0,adulto_joven,Q3
3084,leaderboard,32,services,married,secondary,no,45.0,yes,no,cellular,15,may,744.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3085,leaderboard,58,management,single,tertiary,no,9.0,yes,no,telephone,11,may,168.0,3,-1,0,unknown,,0,3.0,adulto,Q2
3086,leaderboard,61,retired,married,primary,no,1059.0,yes,no,cellular,13,may,118.0,1,-1,0,unknown,,0,1.0,senior,Q2
3087,leaderboard,27,technician,married,secondary,no,131.0,yes,no,cellular,7,may,265.0,3,-1,0,unknown,,0,3.0,joven,Q2
3088,leaderboard,37,technician,single,secondary,no,-238.0,yes,no,cellular,13,aug,1031.94,6,-1,0,unknown,,0,6.0,adulto_joven,Q3
3089,leaderboard,28,services,single,secondary,no,230.0,yes,no,cellular,9,may,322.0,1,-1,0,unknown,,0,1.0,joven,Q2
3090,leaderboard,55,technician,single,secondary,no,3342.0,yes,no,cellular,2,jun,63.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3091,leaderboard,36,management,married,tertiary,no,0.0,yes,no,cellular,27,may,145.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3092,leaderboard,49,services,married,secondary,no,39.0,no,no,cellular,5,may,234.0,2,-1,0,unknown,,0,2.0,adulto,Q2
3093,leaderboard,36,unemployed,married,secondary,no,-36.0,no,no,cellular,30,jan,339.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q1
3094,leaderboard,46,blue-collar,married,secondary,no,180.0,no,no,cellular,4,feb,56.0,1,-1,0,unknown,,0,1.0,adulto,Q1
3095,leaderboard,42,entrepreneur,married,primary,no,207.0,yes,no,cellular,8,may,314.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3096,leaderboard,51,housemaid,married,secondary,no,13689.540000000003,no,yes,cellular,4,aug,166.0,2,-1,0,unknown,,0,2.0,adulto,Q3
3097,leaderboard,27,technician,single,secondary,no,7.0,yes,no,cellular,25,jul,67.0,3,-1,0,unknown,,0,3.0,joven,Q3
3098,leaderboard,23,student,single,secondary,no,9222.0,no,no,cellular,5,jun,471.0,2,-1,0,unknown,,0,2.0,joven,Q2
3099,leaderboard,32,technician,married,secondary,no,5118.0,no,no,cellular,13,aug,31.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3100,leaderboard,51,technician,married,tertiary,no,4.0,no,no,cellular,25,aug,91.0,9,-1,0,unknown,,0,9.0,adulto,Q3
3101,leaderboard,42,blue-collar,married,primary,no,-107.0,yes,no,cellular,3,feb,216.0,4,271,5,failure,,1,0.6666666666666666,adulto_joven,Q1
3102,leaderboard,32,technician,single,secondary,no,270.0,yes,no,cellular,13,may,80.0,2,268,2,other,,1,0.6666666666666666,adulto_joven,Q2
3103,leaderboard,41,technician,married,secondary,no,0.0,no,no,cellular,29,aug,141.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3104,leaderboard,33,blue-collar,married,secondary,no,930.0,yes,no,cellular,21,may,226.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3105,leaderboard,38,management,married,tertiary,no,-465.0,yes,no,cellular,16,jun,209.0,12,-1,0,unknown,,0,12.0,adulto_joven,Q2
3106,leaderboard,33,admin.,married,secondary,no,1157.0,yes,no,cellular,20,apr,25.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3107,leaderboard,34,management,single,tertiary,no,2673.0,yes,no,cellular,7,may,195.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3108,leaderboard,59,retired,married,secondary,no,327.0,yes,no,cellular,5,may,143.0,3,-1,0,unknown,,0,3.0,adulto,Q2
3109,leaderboard,54,blue-collar,married,secondary,no,2066.0,yes,no,cellular,25,aug,177.0,4,-1,0,unknown,,0,4.0,adulto,Q3
3110,leaderboard,47,services,divorced,secondary,no,4905.0,yes,no,cellular,14,may,389.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3111,leaderboard,25,admin.,single,secondary,no,4588.0,yes,no,cellular,28,may,199.0,2,-1,0,unknown,,0,2.0,joven,Q2
3112,leaderboard,53,blue-collar,married,primary,no,241.0,yes,no,cellular,11,may,238.0,2,361,5,failure,,1,0.3333333333333333,adulto,Q2
3113,leaderboard,40,blue-collar,married,secondary,no,0.0,yes,yes,cellular,29,may,245.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
3114,leaderboard,38,management,single,tertiary,no,0.0,no,no,cellular,24,jul,164.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3115,leaderboard,49,technician,married,secondary,no,4673.0,yes,no,cellular,19,may,130.0,2,-1,0,unknown,,0,2.0,adulto,Q2
3116,leaderboard,32,management,single,tertiary,no,570.0,no,no,cellular,7,aug,101.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q3
3117,leaderboard,51,unemployed,married,tertiary,no,1637.0,yes,no,cellular,22,jul,168.0,4,-1,0,unknown,,0,4.0,adulto,Q3
3118,leaderboard,40,technician,married,secondary,no,787.0,yes,no,cellular,14,may,224.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3119,leaderboard,27,admin.,married,secondary,no,633.0,no,yes,cellular,14,jul,243.0,3,-1,0,unknown,,0,3.0,joven,Q3
3120,leaderboard,33,technician,single,secondary,no,5228.0,no,no,cellular,7,aug,67.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q3
3121,leaderboard,59,blue-collar,married,primary,no,188.0,yes,no,cellular,5,may,55.0,3,-1,0,unknown,,0,3.0,adulto,Q2
3122,leaderboard,36,blue-collar,married,primary,no,122.0,yes,no,cellular,18,may,9.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q2
3123,leaderboard,35,services,married,secondary,no,104.0,yes,no,cellular,6,may,597.0,3,-1,0,unknown,,0,3.0,adulto_joven,Q2
3124,leaderboard,54,technician,married,tertiary,no,866.0,no,no,cellular,27,oct,269.0,3,541,3,success,,1,0.75,adulto,Q4
3125,leaderboard,57,retired,married,secondary,no,1048.0,no,no,telephone,11,jan,585.0,1,192,2,success,,1,0.3333333333333333,adulto,Q1
3126,leaderboard,28,management,single,tertiary,no,1468.0,yes,no,cellular,25,jul,40.0,1,-1,0,unknown,,0,1.0,joven,Q3
3127,leaderboard,39,services,divorced,secondary,no,686.0,yes,no,cellular,9,jul,869.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
3128,leaderboard,53,blue-collar,married,secondary,no,-620.4,yes,no,cellular,9,jul,205.0,1,-1,0,unknown,,0,1.0,adulto,Q3
3129,leaderboard,56,management,married,tertiary,no,13689.540000000003,no,no,cellular,17,jun,214.0,8,-1,0,unknown,,0,8.0,adulto,Q2
3130,leaderboard,50,management,married,tertiary,no,91.0,no,yes,cellular,1,jun,141.0,1,-1,0,unknown,,0,1.0,adulto,Q2
3131,leaderboard,34,management,married,tertiary,no,1509.0,yes,no,cellular,20,nov,128.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q4
3132,leaderboard,49,services,married,secondary,no,321.0,no,no,telephone,9,feb,1031.94,4,-1,0,unknown,,0,4.0,adulto,Q1
3133,leaderboard,47,blue-collar,married,primary,no,3460.0,no,yes,cellular,21,nov,125.0,2,-1,0,unknown,,0,2.0,adulto,Q4
3134,leaderboard,38,management,divorced,secondary,no,0.0,yes,no,cellular,18,nov,96.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q4
3135,leaderboard,44,services,single,secondary,no,1377.0,yes,no,cellular,8,may,257.0,2,-1,0,unknown,,0,2.0,adulto_joven,Q2
3136,leaderboard,31,unemployed,single,secondary,no,313.0,no,no,cellular,30,jan,130.0,1,2,1,other,,1,0.5,adulto_joven,Q1
3137,leaderboard,32,management,divorced,tertiary,no,881.0,no,no,cellular,12,aug,1031.94,6,-1,0,unknown,,0,6.0,adulto_joven,Q3
3138,leaderboard,46,blue-collar,married,secondary,no,-1.0,no,no,cellular,18,aug,71.0,3,-1,0,unknown,,0,3.0,adulto,Q3
3139,leaderboard,39,services,divorced,secondary,no,282.0,yes,no,cellular,17,jul,243.0,1,-1,0,unknown,,0,1.0,adulto_joven,Q3
