id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3047,leaderboard,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,
3048,leaderboard,43,blue-collar,married,primary,no,-89,yes,no,unknown,26,may,402,2,-1,0,unknown,
3049,leaderboard,41,blue-collar,married,primary,no,8,no,no,cellular,23,jul,74,5,-1,0,unknown,
3050,leaderboard,27,management,single,tertiary,no,211,yes,no,cellular,15,may,373,1,-1,0,unknown,
3051,leaderboard,27,services,single,secondary,yes,4,no,no,cellular,22,jul,60,2,-1,0,unknown,
3052,leaderboard,38,admin.,divorced,tertiary,no,78,yes,no,unknown,6,may,218,1,-1,0,unknown,
3053,leaderboard,59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown,
3054,leaderboard,34,technician,single,secondary,no,347,no,yes,cellular,29,jan,136,1,262,3,failure,
3055,leaderboard,28,technician,divorced,tertiary,no,602,yes,yes,unknown,18,jun,54,3,-1,0,unknown,
3056,leaderboard,31,self-employed,single,secondary,no,207,no,yes,cellular,19,nov,177,1,-1,0,unknown,
3057,leaderboard,34,admin.,married,secondary,no,1672,no,no,unknown,21,may,160,1,-1,0,unknown,
3058,leaderboard,36,services,married,secondary,no,-4,yes,no,cellular,30,jul,172,28,-1,0,unknown,
3059,leaderboard,31,admin.,married,secondary,no,392,yes,no,cellular,7,dec,69,1,185,2,failure,
3060,leaderboard,36,blue-collar,single,tertiary,no,1821,no,no,cellular,14,oct,183,1,91,11,failure,
3061,leaderboard,43,technician,married,tertiary,no,188,no,no,cellular,5,aug,203,2,-1,0,unknown,
3062,leaderboard,31,blue-collar,married,secondary,no,70,yes,yes,cellular,23,jul,235,11,-1,0,unknown,
3063,leaderboard,57,management,married,tertiary,no,3240,no,no,cellular,20,aug,162,3,-1,0,unknown,
3064,leaderboard,51,blue-collar,divorced,secondary,no,207,yes,no,cellular,8,may,134,1,170,5,failure,
3065,leaderboard,47,technician,married,secondary,no,597,yes,no,cellular,13,aug,99,3,-1,0,unknown,
3066,leaderboard,47,self-employed,married,unknown,no,15,yes,no,cellular,15,may,142,1,-1,0,unknown,
3067,leaderboard,30,management,single,tertiary,no,6498,no,no,cellular,30,mar,78,3,-1,0,unknown,
3068,leaderboard,36,entrepreneur,married,tertiary,no,1162,yes,no,unknown,6,may,168,2,-1,0,unknown,
3069,leaderboard,45,technician,single,unknown,no,7115,yes,yes,cellular,18,nov,53,1,172,3,failure,
3070,leaderboard,30,admin.,married,secondary,no,514,yes,no,cellular,8,may,127,1,-1,0,unknown,
3071,leaderboard,32,technician,married,secondary,no,287,no,no,cellular,20,apr,60,1,343,4,failure,
3072,leaderboard,49,entrepreneur,married,secondary,no,1925,no,yes,telephone,14,jul,281,3,-1,0,unknown,
3073,leaderboard,36,management,married,tertiary,no,916,no,no,cellular,14,dec,321,3,189,4,success,
3074,leaderboard,54,entrepreneur,married,secondary,no,655,yes,no,unknown,15,may,352,1,-1,0,unknown,
3075,leaderboard,34,technician,single,secondary,no,5048,no,no,cellular,20,nov,205,6,-1,0,unknown,
3076,leaderboard,38,blue-collar,married,secondary,no,118,yes,yes,cellular,6,feb,168,1,212,2,failure,
3077,leaderboard,45,blue-collar,married,secondary,no,186,yes,no,cellular,13,may,154,5,176,1,other,
3078,leaderboard,53,blue-collar,married,secondary,no,68,no,no,cellular,28,aug,25,18,-1,0,unknown,
3079,leaderboard,44,entrepreneur,married,secondary,no,92,no,no,cellular,7,jul,125,2,-1,0,unknown,
3080,leaderboard,50,housemaid,divorced,primary,no,96,yes,no,cellular,22,jul,184,4,-1,0,unknown,
3081,leaderboard,32,technician,married,tertiary,no,386,yes,no,cellular,13,may,205,3,-1,0,unknown,
3082,leaderboard,38,technician,single,secondary,no,319,yes,no,cellular,28,may,61,2,-1,0,unknown,
3083,leaderboard,32,services,single,secondary,no,0,yes,no,cellular,31,jul,99,13,-1,0,unknown,
3084,leaderboard,32,services,married,secondary,no,45,yes,no,cellular,15,may,744,1,-1,0,unknown,
3085,leaderboard,58,management,single,tertiary,no,9,yes,no,telephone,11,may,168,3,-1,0,unknown,
3086,leaderboard,61,retired,married,primary,no,1059,yes,no,unknown,13,may,118,1,-1,0,unknown,
3087,leaderboard,27,technician,married,secondary,no,131,yes,no,cellular,7,may,265,3,-1,0,unknown,
3088,leaderboard,37,technician,single,secondary,no,-238,yes,no,cellular,13,aug,1149,6,-1,0,unknown,
3089,leaderboard,28,services,single,secondary,no,230,yes,no,unknown,9,may,322,1,-1,0,unknown,
3090,leaderboard,55,technician,single,secondary,no,3342,yes,no,unknown,2,jun,63,1,-1,0,unknown,
3091,leaderboard,36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,
3092,leaderboard,49,services,married,secondary,no,39,no,no,unknown,5,may,234,2,-1,0,unknown,
3093,leaderboard,36,unemployed,married,secondary,no,-36,no,no,cellular,30,jan,339,3,-1,0,unknown,
3094,leaderboard,46,blue-collar,married,secondary,no,180,no,no,cellular,4,feb,56,1,-1,0,unknown,
3095,leaderboard,42,entrepreneur,married,primary,no,207,yes,no,unknown,8,may,314,1,-1,0,unknown,
3096,leaderboard,51,housemaid,married,unknown,no,21243,no,yes,cellular,4,aug,166,2,-1,0,unknown,
3097,leaderboard,27,technician,single,secondary,no,7,yes,no,cellular,25,jul,67,3,-1,0,unknown,
3098,leaderboard,23,student,single,secondary,no,9222,no,no,cellular,5,jun,471,2,-1,0,unknown,
3099,leaderboard,32,technician,married,secondary,no,5118,no,no,cellular,13,aug,31,1,-1,0,unknown,
3100,leaderboard,51,technician,married,tertiary,no,4,no,no,cellular,25,aug,91,9,-1,0,unknown,
3101,leaderboard,42,blue-collar,married,primary,no,-107,yes,no,cellular,3,feb,216,4,271,5,failure,
3102,leaderboard,32,technician,single,secondary,no,270,yes,no,cellular,13,may,80,2,268,2,other,
3103,leaderboard,41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,
3104,leaderboard,33,blue-collar,married,secondary,no,930,yes,no,unknown,21,may,226,1,-1,0,unknown,
3105,leaderboard,38,management,married,tertiary,no,-465,yes,no,unknown,16,jun,209,12,-1,0,unknown,
3106,leaderboard,33,admin.,married,secondary,no,1157,yes,no,cellular,20,apr,25,2,-1,0,unknown,
3107,leaderboard,34,management,single,tertiary,no,2673,yes,no,cellular,7,may,195,1,-1,0,unknown,
3108,leaderboard,59,retired,married,secondary,no,327,yes,no,unknown,5,may,143,3,-1,0,unknown,
3109,leaderboard,54,blue-collar,married,secondary,no,2066,yes,no,cellular,25,aug,177,4,-1,0,unknown,
3110,leaderboard,47,services,divorced,secondary,no,4905,yes,no,unknown,14,may,389,1,-1,0,unknown,
3111,leaderboard,25,admin.,single,secondary,no,4588,yes,no,unknown,28,may,199,2,-1,0,unknown,
3112,leaderboard,53,blue-collar,married,primary,no,241,yes,no,cellular,11,may,238,2,361,5,failure,
3113,leaderboard,40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,
3114,leaderboard,38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,
3115,leaderboard,49,technician,married,secondary,no,4673,yes,no,unknown,19,may,130,2,-1,0,unknown,
3116,leaderboard,32,management,single,tertiary,no,570,no,no,cellular,7,aug,101,2,-1,0,unknown,
3117,leaderboard,51,unemployed,married,tertiary,no,1637,yes,no,cellular,22,jul,168,4,-1,0,unknown,
3118,leaderboard,40,technician,married,secondary,no,787,yes,no,unknown,14,may,224,2,-1,0,unknown,
3119,leaderboard,27,admin.,married,secondary,no,633,no,yes,cellular,14,jul,243,3,-1,0,unknown,
3120,leaderboard,33,technician,single,secondary,no,5228,no,no,cellular,7,aug,67,3,-1,0,unknown,
3121,leaderboard,59,blue-collar,married,primary,no,188,yes,no,unknown,5,may,55,3,-1,0,unknown,
3122,leaderboard,36,blue-collar,married,primary,no,122,yes,no,cellular,18,may,9,1,-1,0,unknown,
3123,leaderboard,35,services,married,secondary,no,104,yes,no,unknown,6,may,597,3,-1,0,unknown,
3124,leaderboard,54,technician,married,tertiary,no,866,no,no,cellular,27,oct,269,3,541,3,success,
3125,leaderboard,57,retired,married,secondary,no,1048,no,no,telephone,11,jan,585,1,192,2,success,
3126,leaderboard,28,management,single,tertiary,no,1468,yes,no,cellular,25,jul,40,1,-1,0,unknown,
3127,leaderboard,39,services,divorced,secondary,no,686,yes,no,cellular,9,jul,869,1,-1,0,unknown,
3128,leaderboard,53,blue-collar,married,secondary,no,-622,yes,no,cellular,9,jul,205,1,-1,0,unknown,
3129,leaderboard,56,management,married,tertiary,no,21655,no,no,unknown,17,jun,214,8,-1,0,unknown,
3130,leaderboard,50,management,married,tertiary,no,91,no,yes,cellular,1,jun,141,1,-1,0,unknown,
3131,leaderboard,34,management,married,tertiary,no,1509,yes,no,cellular,20,nov,128,2,-1,0,unknown,
3132,leaderboard,49,services,married,secondary,no,321,no,no,telephone,9,feb,1971,4,-1,0,unknown,
3133,leaderboard,47,blue-collar,married,primary,no,3460,no,yes,cellular,21,nov,125,2,-1,0,unknown,
3134,leaderboard,38,management,divorced,unknown,no,0,yes,no,cellular,18,nov,96,2,-1,0,unknown,
3135,leaderboard,44,services,single,secondary,no,1377,yes,no,unknown,8,may,257,2,-1,0,unknown,
3136,leaderboard,31,unemployed,single,secondary,no,313,no,no,cellular,30,jan,130,1,2,1,other,
3137,leaderboard,32,management,divorced,tertiary,no,881,no,no,cellular,12,aug,1282,6,-1,0,unknown,
3138,leaderboard,46,blue-collar,married,secondary,no,-1,no,no,cellular,18,aug,71,3,-1,0,unknown,
3139,leaderboard,39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,unknown,
3140,leaderboard,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185,3,-1,0,unknown,
3141,leaderboard,30,technician,married,secondary,no,1213,yes,no,cellular,18,may,176,1,-1,0,unknown,
3142,leaderboard,27,technician,single,tertiary,no,3085,yes,no,unknown,29,may,244,2,-1,0,unknown,
3143,leaderboard,32,admin.,single,secondary,no,125,no,yes,cellular,16,jul,255,2,-1,0,unknown,
3144,leaderboard,34,technician,divorced,tertiary,no,671,yes,no,cellular,7,aug,587,2,-1,0,unknown,
3145,leaderboard,42,entrepreneur,married,tertiary,no,42042,no,no,cellular,8,aug,205,2,-1,0,unknown,
3146,leaderboard,31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,
3147,leaderboard,40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,
3148,leaderboard,51,blue-collar,married,secondary,no,387,yes,no,cellular,20,aug,293,2,-1,0,unknown,
3149,leaderboard,29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,unknown,
3150,leaderboard,30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,unknown,
3151,leaderboard,40,technician,married,secondary,no,-399,yes,no,unknown,26,may,127,1,-1,0,unknown,
3152,leaderboard,39,admin.,married,secondary,no,254,yes,no,cellular,17,apr,146,1,281,1,failure,
3153,leaderboard,27,student,single,tertiary,no,3741,yes,no,cellular,22,may,198,1,98,6,success,
3154,leaderboard,43,blue-collar,married,primary,no,782,yes,yes,unknown,15,may,284,5,-1,0,unknown,
3155,leaderboard,43,blue-collar,divorced,primary,no,336,no,yes,cellular,8,jul,192,1,-1,0,unknown,
3156,leaderboard,44,technician,married,tertiary,no,1138,no,no,cellular,4,jul,178,2,-1,0,unknown,
3157,leaderboard,43,technician,divorced,secondary,no,1412,yes,no,telephone,28,jul,75,3,-1,0,unknown,
3158,leaderboard,37,services,divorced,secondary,no,493,yes,no,cellular,2,feb,73,1,-1,0,unknown,
3159,leaderboard,46,admin.,married,secondary,no,474,yes,no,cellular,29,jan,169,1,-1,0,unknown,
3160,leaderboard,32,management,divorced,tertiary,no,878,yes,no,cellular,10,dec,798,1,185,5,other,
3161,leaderboard,37,services,single,secondary,no,101,no,yes,unknown,17,jun,260,4,-1,0,unknown,
3162,leaderboard,39,technician,married,tertiary,no,795,no,no,telephone,2,feb,182,1,-1,0,unknown,
3163,leaderboard,29,services,single,unknown,no,23,no,no,unknown,1,jul,161,1,-1,0,unknown,
3164,leaderboard,26,blue-collar,married,secondary,no,247,yes,no,unknown,26,may,16,11,-1,0,unknown,
3165,leaderboard,37,technician,single,secondary,yes,383,no,no,unknown,9,jun,223,2,-1,0,unknown,
3166,leaderboard,34,entrepreneur,married,secondary,no,457,yes,yes,cellular,28,aug,137,8,-1,0,unknown,
3167,leaderboard,42,technician,divorced,secondary,no,1537,no,yes,cellular,5,aug,86,1,-1,0,unknown,
3168,leaderboard,27,blue-collar,single,secondary,no,103,no,no,cellular,22,jul,39,17,-1,0,unknown,
3169,leaderboard,49,blue-collar,married,secondary,no,1560,no,no,unknown,21,may,206,6,-1,0,unknown,
3170,leaderboard,46,admin.,single,secondary,no,741,yes,no,unknown,13,may,104,2,-1,0,unknown,
3171,leaderboard,51,technician,married,secondary,no,133,yes,no,unknown,16,may,627,1,-1,0,unknown,
3172,leaderboard,31,blue-collar,married,secondary,no,405,no,no,cellular,14,aug,96,3,-1,0,unknown,
3173,leaderboard,37,services,married,secondary,no,4765,yes,no,cellular,20,nov,187,2,-1,0,unknown,
3174,leaderboard,29,technician,married,secondary,no,1591,yes,no,cellular,8,jul,115,1,61,1,failure,
3175,leaderboard,35,technician,single,tertiary,no,3544,no,no,cellular,21,nov,267,1,-1,0,unknown,
3176,leaderboard,37,blue-collar,married,secondary,no,132,yes,no,unknown,9,may,137,2,-1,0,unknown,
3177,leaderboard,32,management,single,secondary,no,258,yes,no,unknown,2,jun,258,1,-1,0,unknown,
3178,leaderboard,52,management,single,tertiary,no,7,no,yes,cellular,28,jul,30,9,-1,0,unknown,
3179,leaderboard,38,blue-collar,divorced,secondary,no,2988,yes,no,unknown,11,jun,91,1,-1,0,unknown,
3180,leaderboard,47,blue-collar,single,unknown,no,2438,no,no,unknown,18,jun,422,1,-1,0,unknown,
3181,leaderboard,58,management,married,primary,no,2763,yes,no,cellular,11,jul,94,2,-1,0,unknown,
3182,leaderboard,34,self-employed,married,tertiary,no,5493,no,no,cellular,19,nov,265,1,-1,0,unknown,
3183,leaderboard,34,management,married,tertiary,no,1108,yes,no,cellular,25,jul,53,5,-1,0,unknown,
3184,leaderboard,45,technician,single,secondary,no,589,no,yes,cellular,28,jul,32,3,-1,0,unknown,
3185,leaderboard,39,admin.,divorced,secondary,no,80,yes,no,cellular,30,jul,69,6,-1,0,unknown,
3186,leaderboard,36,management,single,tertiary,no,619,no,no,cellular,7,aug,86,2,-1,0,unknown,
3187,leaderboard,33,technician,single,tertiary,no,126,no,no,telephone,29,aug,66,2,-1,0,unknown,
3188,leaderboard,51,unemployed,married,secondary,no,1750,no,yes,cellular,19,nov,162,1,-1,0,unknown,
3189,leaderboard,48,admin.,married,unknown,no,0,yes,no,cellular,8,may,85,1,168,2,failure,
3190,leaderboard,42,management,married,primary,no,-682,yes,yes,cellular,6,may,159,1,343,2,failure,
3191,leaderboard,38,management,married,tertiary,no,951,no,no,cellular,5,aug,210,2,-1,0,unknown,
3192,leaderboard,32,technician,divorced,tertiary,no,259,no,no,cellular,26,may,128,1,-1,0,unknown,
3193,leaderboard,35,blue-collar,married,secondary,no,1940,yes,no,unknown,2,jun,200,3,-1,0,unknown,
3194,leaderboard,45,services,divorced,secondary,no,80,no,yes,cellular,7,jul,332,1,-1,0,unknown,
3195,leaderboard,26,admin.,single,secondary,no,236,yes,yes,cellular,18,may,8,2,-1,0,unknown,
3196,leaderboard,53,management,married,primary,no,4077,no,no,unknown,20,jun,14,3,-1,0,unknown,
3197,leaderboard,34,blue-collar,married,secondary,no,59,yes,yes,unknown,8,may,672,3,-1,0,unknown,
3198,leaderboard,30,blue-collar,single,secondary,no,640,yes,yes,unknown,8,may,287,1,-1,0,unknown,
3199,leaderboard,45,unemployed,divorced,primary,no,747,no,no,cellular,20,apr,103,1,325,4,failure,
3200,leaderboard,56,retired,married,secondary,no,-121,yes,yes,cellular,12,aug,614,2,-1,0,unknown,
3201,leaderboard,28,services,single,secondary,no,2681,no,yes,unknown,24,aug,5,1,-1,0,unknown,
3202,leaderboard,31,technician,single,secondary,no,685,yes,no,cellular,8,may,198,1,-1,0,unknown,
3203,leaderboard,56,management,divorced,tertiary,no,433,no,no,unknown,28,may,77,3,-1,0,unknown,
3204,leaderboard,34,technician,single,secondary,no,56,no,no,cellular,7,aug,274,2,-1,0,unknown,
3205,leaderboard,42,blue-collar,married,primary,no,2120,yes,no,cellular,7,may,86,2,-1,0,unknown,
3206,leaderboard,48,management,married,secondary,no,2287,yes,no,unknown,26,may,251,11,-1,0,unknown,
3207,leaderboard,40,management,married,secondary,no,107,no,no,cellular,9,feb,15,5,-1,0,unknown,
3208,leaderboard,48,management,married,tertiary,no,594,yes,yes,cellular,6,may,179,2,-1,0,unknown,
3209,leaderboard,44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown,
3210,leaderboard,36,technician,married,secondary,no,57,yes,no,cellular,13,may,38,2,369,4,failure,
3211,leaderboard,59,retired,married,primary,no,-55,yes,no,cellular,27,aug,84,4,-1,0,unknown,
3212,leaderboard,35,technician,single,tertiary,no,2278,no,no,telephone,28,may,32,2,-1,0,unknown,
3213,leaderboard,41,services,married,secondary,no,178,no,no,cellular,21,jul,71,9,-1,0,unknown,
3214,leaderboard,36,management,single,tertiary,no,233,yes,no,cellular,7,may,160,2,360,3,failure,
3215,leaderboard,40,blue-collar,married,secondary,no,4800,yes,no,cellular,17,apr,57,1,-1,0,unknown,
3216,leaderboard,53,technician,divorced,unknown,no,626,yes,no,cellular,8,may,298,1,-1,0,unknown,
3217,leaderboard,55,retired,married,secondary,no,172,no,no,cellular,19,aug,79,2,-1,0,unknown,
3218,leaderboard,56,self-employed,married,secondary,no,794,no,yes,cellular,9,jul,170,1,-1,0,unknown,
3219,leaderboard,36,technician,married,tertiary,no,4,yes,no,cellular,27,jan,100,1,435,1,failure,
3220,leaderboard,33,management,single,tertiary,no,1401,yes,no,cellular,5,feb,8,1,254,5,failure,
3221,leaderboard,27,admin.,single,secondary,no,-147,yes,no,telephone,15,may,289,8,-1,0,unknown,
3222,leaderboard,34,blue-collar,married,secondary,no,615,yes,no,unknown,21,may,145,1,-1,0,unknown,
3223,leaderboard,37,technician,single,secondary,no,268,no,no,cellular,13,may,121,1,-1,0,unknown,
3224,leaderboard,39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81,2,-1,0,unknown,
3225,leaderboard,31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,
3226,leaderboard,40,self-employed,married,secondary,no,9,no,no,cellular,22,aug,197,5,-1,0,unknown,
3227,leaderboard,31,entrepreneur,single,tertiary,no,1958,no,no,cellular,4,feb,112,3,-1,0,unknown,
3228,leaderboard,42,services,married,secondary,no,-94,yes,yes,cellular,5,feb,43,1,-1,0,unknown,
3229,leaderboard,40,housemaid,married,secondary,no,4616,no,no,cellular,14,aug,154,2,-1,0,unknown,
3230,leaderboard,59,management,married,tertiary,no,0,no,no,cellular,27,aug,87,4,-1,0,unknown,
3231,leaderboard,32,management,single,tertiary,no,0,no,no,cellular,21,nov,9,6,-1,0,unknown,
3232,leaderboard,31,technician,single,unknown,no,696,yes,no,unknown,6,jun,431,2,-1,0,unknown,
3233,leaderboard,31,blue-collar,married,secondary,no,1662,yes,no,cellular,20,apr,158,1,182,1,success,
3234,leaderboard,59,management,married,tertiary,no,2765,no,no,cellular,24,dec,237,1,206,2,failure,
3235,leaderboard,43,services,single,secondary,no,3399,yes,no,cellular,12,nov,707,2,97,2,success,
3236,leaderboard,50,technician,married,secondary,no,1131,yes,no,cellular,23,jul,119,2,-1,0,unknown,
3237,leaderboard,32,blue-collar,married,secondary,no,116,no,no,cellular,4,may,20,5,-1,0,unknown,
3238,leaderboard,46,admin.,married,primary,no,90,no,no,telephone,4,feb,151,2,-1,0,unknown,
3239,leaderboard,34,services,married,secondary,no,-58,yes,no,unknown,16,jun,109,3,-1,0,unknown,
3240,leaderboard,29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,
3241,leaderboard,43,management,single,secondary,no,-221,yes,yes,unknown,16,may,122,2,-1,0,unknown,
3242,leaderboard,38,management,married,tertiary,no,7119,no,no,unknown,16,jun,301,6,-1,0,unknown,
3243,leaderboard,47,self-employed,divorced,secondary,no,8516,yes,no,unknown,20,nov,14,7,112,4,other,
3244,leaderboard,26,technician,single,tertiary,no,70,yes,yes,unknown,19,may,351,1,-1,0,unknown,
3245,leaderboard,47,admin.,divorced,secondary,no,1145,yes,no,cellular,11,jul,106,2,-1,0,unknown,
3246,leaderboard,38,management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,
3247,leaderboard,36,management,married,secondary,no,-157,no,no,cellular,18,nov,144,2,-1,0,unknown,
3248,leaderboard,51,housemaid,divorced,tertiary,no,368,yes,no,cellular,19,aug,109,3,-1,0,unknown,
3249,leaderboard,37,technician,married,secondary,no,2713,yes,no,telephone,16,jul,109,1,-1,0,unknown,
3250,leaderboard,48,technician,divorced,secondary,yes,15,no,no,cellular,27,aug,145,3,-1,0,unknown,
3251,leaderboard,27,services,single,secondary,no,-133,no,no,cellular,18,jul,217,1,-1,0,unknown,
3252,leaderboard,23,student,married,tertiary,yes,-238,yes,no,cellular,18,may,259,2,-1,0,unknown,
3253,leaderboard,40,entrepreneur,married,secondary,no,1536,yes,yes,cellular,18,nov,173,7,-1,0,unknown,
3254,leaderboard,51,self-employed,married,primary,no,306,yes,yes,unknown,17,jun,65,2,-1,0,unknown,
3255,leaderboard,50,admin.,divorced,secondary,no,759,no,no,cellular,28,jul,72,2,363,4,failure,
3256,leaderboard,29,services,single,secondary,no,208,yes,no,cellular,28,jul,487,7,-1,0,unknown,
3257,leaderboard,43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure,
3258,leaderboard,41,management,married,tertiary,no,436,yes,no,unknown,3,jun,14,21,-1,0,unknown,
3259,leaderboard,41,admin.,single,tertiary,no,979,no,no,cellular,23,jul,105,1,-1,0,unknown,
3260,leaderboard,39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,325,1,failure,
3261,leaderboard,42,management,single,tertiary,no,533,no,no,cellular,13,aug,127,2,-1,0,unknown,
3262,leaderboard,52,technician,married,secondary,no,204,yes,no,cellular,18,feb,220,1,63,5,failure,
3263,leaderboard,55,admin.,married,secondary,no,599,no,no,cellular,1,jun,324,3,90,2,success,
3264,leaderboard,55,retired,married,secondary,no,155,no,no,cellular,28,aug,159,1,-1,0,unknown,
3265,leaderboard,46,blue-collar,married,primary,no,227,no,no,cellular,8,aug,71,2,-1,0,unknown,
3266,leaderboard,36,housemaid,married,secondary,no,412,yes,no,unknown,30,may,251,1,-1,0,unknown,
3267,leaderboard,45,management,married,tertiary,no,250,no,no,cellular,30,apr,587,1,-1,0,unknown,
3268,leaderboard,32,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,80,2,-1,0,unknown,
3269,leaderboard,42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,unknown,
3270,leaderboard,48,management,married,tertiary,no,364,no,no,cellular,18,nov,67,1,-1,0,unknown,
3271,leaderboard,45,admin.,divorced,secondary,no,68,yes,no,cellular,24,jul,873,8,-1,0,unknown,
3272,leaderboard,32,management,married,tertiary,no,140,no,no,cellular,20,aug,94,4,-1,0,unknown,
3273,leaderboard,35,technician,single,secondary,no,174,yes,no,cellular,29,jan,219,1,246,1,failure,
3274,leaderboard,49,admin.,married,secondary,no,634,no,no,cellular,25,aug,220,3,-1,0,unknown,
3275,leaderboard,32,technician,single,tertiary,no,1064,yes,no,cellular,17,apr,115,1,-1,0,unknown,
3276,leaderboard,36,admin.,divorced,secondary,no,-43,yes,no,unknown,27,may,151,1,-1,0,unknown,
3277,leaderboard,34,management,single,tertiary,no,162,yes,no,cellular,7,may,191,1,294,1,failure,
3278,leaderboard,30,management,single,tertiary,no,-219,yes,no,cellular,27,aug,13,15,-1,0,unknown,
3279,leaderboard,57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,
3280,leaderboard,39,technician,married,tertiary,no,-282,no,yes,cellular,11,aug,121,4,-1,0,unknown,
3281,leaderboard,48,technician,married,secondary,no,450,yes,no,cellular,10,jul,114,1,-1,0,unknown,
3282,leaderboard,33,services,married,secondary,no,4779,yes,yes,cellular,11,may,220,1,339,4,failure,
3283,leaderboard,54,services,married,secondary,no,80,yes,no,unknown,13,may,190,1,-1,0,unknown,
3284,leaderboard,51,blue-collar,divorced,unknown,no,10285,yes,no,unknown,29,may,117,1,-1,0,unknown,
3285,leaderboard,45,technician,married,secondary,no,1003,yes,no,cellular,20,nov,215,6,188,2,failure,
3286,leaderboard,57,technician,married,tertiary,no,27062,no,yes,unknown,20,jun,174,3,-1,0,unknown,
3287,leaderboard,31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown,
3288,leaderboard,70,retired,married,secondary,no,613,no,no,cellular,27,apr,149,2,182,1,failure,
3289,leaderboard,65,unknown,married,unknown,no,292,no,no,cellular,12,jan,105,1,-1,0,unknown,
3290,leaderboard,56,admin.,married,secondary,no,1495,yes,no,unknown,29,may,66,2,-1,0,unknown,
3291,leaderboard,42,admin.,married,secondary,no,519,yes,yes,cellular,19,nov,193,3,-1,0,unknown,
3292,leaderboard,35,management,married,tertiary,no,169,yes,no,cellular,7,aug,257,2,-1,0,unknown,
3293,leaderboard,32,management,married,tertiary,no,61,yes,no,cellular,14,may,166,1,-1,0,unknown,
3294,leaderboard,43,technician,single,tertiary,no,27737,yes,no,unknown,3,jun,164,7,-1,0,unknown,
3295,leaderboard,33,management,married,tertiary,no,303,no,no,cellular,16,jul,90,2,-1,0,unknown,
3296,leaderboard,38,self-employed,divorced,tertiary,no,1519,no,no,cellular,7,may,330,1,342,1,failure,
3297,leaderboard,43,technician,married,secondary,no,25,yes,no,unknown,16,may,353,4,-1,0,unknown,
3298,leaderboard,49,technician,married,secondary,yes,-1682,yes,yes,unknown,27,jun,92,4,-1,0,unknown,
3299,leaderboard,26,admin.,single,secondary,no,249,no,no,cellular,30,apr,457,1,80,1,success,
3300,leaderboard,39,self-employed,single,tertiary,no,421,no,no,unknown,18,jun,1029,1,-1,0,unknown,
3301,leaderboard,47,blue-collar,divorced,primary,no,1283,yes,no,cellular,6,feb,479,2,-1,0,unknown,
3302,leaderboard,49,management,married,tertiary,no,330,no,no,cellular,6,aug,72,4,-1,0,unknown,
3303,leaderboard,55,housemaid,married,primary,no,14,no,no,unknown,20,jun,64,1,-1,0,unknown,
3304,leaderboard,50,technician,married,secondary,no,661,yes,no,unknown,2,jun,88,1,-1,0,unknown,
3305,leaderboard,51,entrepreneur,married,tertiary,no,3917,yes,no,cellular,5,may,168,1,-1,0,unknown,
3306,leaderboard,33,management,married,secondary,no,4044,yes,no,cellular,20,apr,132,2,-1,0,unknown,
3307,leaderboard,31,services,single,secondary,no,0,yes,no,unknown,28,may,231,2,-1,0,unknown,
3308,leaderboard,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,unknown,
3309,leaderboard,32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,
3310,leaderboard,29,self-employed,married,tertiary,no,-1,no,no,cellular,18,jul,167,3,-1,0,unknown,
3311,leaderboard,48,technician,married,secondary,no,174,yes,no,unknown,17,jun,320,4,-1,0,unknown,
